id_autor,id_documento,id_principal,nome,tipo_autor,uri_autor,casa,partido,uf,cod_tipo_autor
178873,2263599,2263453,Helder Salomão,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178873,camara,PT,ES,10000
178873,2263453,2263453,Helder Salomão,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178873,camara,PT,ES,10000
178908,2228130,2228130,Delegado Éder Mauro,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178908,camara,PSD,PA,10000
178922,2263448,2263448,Tadeu Alencar,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178922,camara,PSB,PE,10000
178922,2263824,2263448,Tadeu Alencar,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178922,camara,PSB,PE,10000
178922,2231918,2231918,Tadeu Alencar,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178922,camara,PSB,PE,10000
178927,2263824,2263448,Aliel Machado,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178927,camara,PSB,PR,10000
178927,2263448,2263448,Aliel Machado,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178927,camara,PSB,PR,10000
178933,2233053,2195635,Sergio Souza,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178933,camara,MDB,PR,10000
178933,2233055,2195635,Sergio Souza,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178933,camara,MDB,PR,10000
178933,2233054,2195635,Sergio Souza,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178933,camara,MDB,PR,10000
178933,2233369,2195635,Sergio Souza,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178933,camara,MDB,PR,10000
178939,2227595,2192260,Clarissa Garotinho,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178939,camara,PROS,RJ,10000
178951,2263448,2263448,Rafael Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178951,camara,PSB,RN,10000
178951,2263824,2263448,Rafael Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178951,camara,PSB,RN,10000
178964,2263448,2263448,Heitor Schuch,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178964,camara,PSB,RS,10000
178964,2263824,2263448,Heitor Schuch,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178964,camara,PSB,RS,10000
178970,2263599,2263453,João Daniel,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178970,camara,PT,SE,10000
178970,2236922,2227140,João Daniel,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178970,camara,PT,SE,10000
178970,2263453,2263453,João Daniel,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178970,camara,PT,SE,10000
178984,2232027,2232027,Miguel Haddad,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178984,camara,PSDB,SP,10000
178986,2264953,2264953,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2263512,2263448,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2227211,2227211,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2263453,2263453,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2231918,2231918,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2263378,2263378,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2264954,2264954,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
178986,2263599,2263453,Nilto Tatto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,camara,PT,SP,10000
188097,2263599,2263453,Merlong Solano,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/188097,camara,PT,NA,10000
188097,2263453,2263453,Merlong Solano,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/188097,camara,PT,NA,10000
204352,2263448,2263448,Camilo Capiberibe,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,camara,PSB,AP,10000
204352,2223609,2190563,Camilo Capiberibe,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,camara,PSB,AP,10000
204352,2231918,2231918,Camilo Capiberibe,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,camara,PSB,AP,10000
204352,2263824,2263448,Camilo Capiberibe,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,camara,PSB,AP,10000
204352,2233916,2225989,Camilo Capiberibe,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,camara,PSB,AP,10000
204360,2220260,2214203,Silvia Cristina,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204360,camara,PDT,RO,10000
204370,2263599,2263453,Célio Moura,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204370,camara,PT,TO,10000
204370,2263453,2263453,Célio Moura,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204370,camara,PT,TO,10000
204383,2264351,2264351,Professor Israel Batista,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204383,camara,PV,DF,10000
204389,2263824,2263448,Elias Vaz,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204389,camara,PSB,GO,10000
204389,2263448,2263448,Elias Vaz,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204389,camara,PSB,GO,10000
204391,2263379,2263379,José Nelto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204391,camara,PODE,GO,10000
204393,2231918,2231918,Frei Anastacio Ribeiro,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204393,camara,PT,PB,10000
204393,2263453,2263453,Frei Anastacio Ribeiro,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204393,camara,PT,PB,10000
204393,2263599,2263453,Frei Anastacio Ribeiro,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204393,camara,PT,PB,10000
204394,2263448,2263448,Gervásio Maia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204394,camara,PSB,PB,10000
204394,2231918,2231918,Gervásio Maia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204394,camara,PSB,PB,10000
204394,2263824,2263448,Gervásio Maia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204394,camara,PSB,PB,10000
204403,2195320,2195320,Marlon Santos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204403,camara,PDT,RS,10000
204407,2263463,2263463,Fernanda Melchionna,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,camara,PSOL,RS,10000
204407,2263490,2263463,Fernanda Melchionna,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,camara,PSOL,RS,10000
204407,2263496,2263463,Fernanda Melchionna,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,camara,PSOL,RS,10000
204426,2263599,2263453,Carlos Veras,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,camara,PT,PE,10000
204426,2263453,2263453,Carlos Veras,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,camara,PT,PE,10000
204426,2263598,2263453,Carlos Veras,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,camara,PT,PE,10000
204427,2238986,2236765,Fernando Rodolfo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,camara,PL,PE,10000
204428,2263599,2263453,Marília Arraes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204428,camara,PT,PE,10000
204428,2263453,2263453,Marília Arraes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204428,camara,PT,PE,10000
204429,2263448,2263448,João H. Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,camara,PSB,PE,10000
204429,2231918,2231918,João H. Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,camara,PSB,PE,10000
204429,2263453,2263453,João H. Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,camara,PSB,PE,10000
204429,2263824,2263448,João H. Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,camara,PSB,PE,10000
204429,2263598,2263453,João H. Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,camara,PSB,PE,10000
204439,2195635,2195635,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,camara,SOLIDARIEDADE,MT,10000
204439,2215266,2195635,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,camara,SOLIDARIEDADE,MT,10000
204449,2265216,2265216,Nelson Barbudo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204449,camara,PSL,MT,10000
204453,2263599,2263453,Natália Bonavides,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,camara,PT,RN,10000
204453,2264501,2264501,Natália Bonavides,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,camara,PT,RN,10000
204453,2263453,2263453,Natália Bonavides,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,camara,PT,RN,10000
204464,2263463,2263463,Talíria Petrone,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204464,camara,PSOL,RJ,10000
204464,2263490,2263463,Talíria Petrone,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204464,camara,PSOL,RJ,10000
204464,2263496,2263463,Talíria Petrone,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204464,camara,PSOL,RJ,10000
204467,2263599,2263453,Professora Rosa Neide,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,camara,PT,MT,10000
204467,2264293,2264144,Professora Rosa Neide,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,camara,PT,MT,10000
204467,2263453,2263453,Professora Rosa Neide,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204467,camara,PT,MT,10000
204468,2234066,2219094,Joenia Wapichana,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,camara,REDE,RR,10000
204468,2191516,2191516,Joenia Wapichana,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,camara,REDE,RR,10000
204468,2231918,2231918,Joenia Wapichana,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,camara,REDE,RR,10000
204468,2224664,2224664,Joenia Wapichana,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,camara,REDE,RR,10000
204468,2222447,2191516,Joenia Wapichana,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,camara,REDE,RR,10000
204471,2229754,2229754,Mara Rocha,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204471,camara,PSDB,AC,10000
204479,2192260,2192260,Nicoletti,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204479,camara,PSL,RR,10000
204480,2264354,2264354,Rogério Correia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,camara,PT,MG,10000
204480,2264348,2264348,Rogério Correia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,camara,PT,MG,10000
204480,2263599,2263453,Rogério Correia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,camara,PT,MG,10000
204480,2263453,2263453,Rogério Correia,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204480,camara,PT,MG,10000
