id_principal,casa,id_documento,descricao_tipo_documento,tipo_documento_ext,id_autor,data,url_inteiro_teor,id_leggo,peso_autor_documento,casa_autor,nome_eleitoral,autores
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204518,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,6cc5712941a966b02388832f5fcfd261,0.1111111111111111,camara,Dep. Dr. Frederico (PATRIOTA/MG),Dep. Dr. Frederico (PATRIOTA/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204491,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,6cc5712941a966b02388832f5fcfd261,0.1111111111111111,camara,Dep. Gilberto Abramo (PRB/MG),Dep. Gilberto Abramo (PRB/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,160556,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,6cc5712941a966b02388832f5fcfd261,0.1111111111111111,camara,Dep. Padre João (PT/MG),Dep. Padre João (PT/MG)
2192260,camara,2205046,Requerimento de Urgência (Art. 155 do RICD),Requerimento de Urgência (Art. 155 do RICD),160632,2019-05-28T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1755839,6cc5712941a966b02388832f5fcfd261,1,camara,Dep. Zé Silva (SOLIDARIEDADE/MG),Dep. Zé Silva (SOLIDARIEDADE/MG)
2192260,camara,2227595,Projeto de Lei Complementar,Projeto de Lei Complementar,178939,2019-10-30T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827883,6cc5712941a966b02388832f5fcfd261,1,camara,Dep. Clarissa Garotinho (PROS/RJ),Dep. Clarissa Garotinho (PROS/RJ)
2192507,camara,2192507,Projeto de Lei,Projeto de Lei,74075,2019-02-20T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712682,1ab02e83a22f3dd9adcf2c2990e54580,1,camara,Dep. Elcione Barbalho (MDB/PA),Dep. Elcione Barbalho (MDB/PA)
2193334,camara,2193334,Projeto de Lei,Projeto de Lei,204524,2019-02-27T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1719627,eebe22cd305ac44bf5ac393df7fc0611,1,camara,Dep. Pinheirinho (PP/MG),Dep. Pinheirinho (PP/MG)
2193334,camara,2230290,Parecer do Relator,Parecer do Relator,121948,2019-11-21T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,eebe22cd305ac44bf5ac393df7fc0611,1,camara,Dep. Adriano Do Baldy (PP/GO),Dep. Adriano Do Baldy (PP/GO)
2193334,camara,2230291,Substitutivo,Substitutivo,121948,2019-11-21T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,eebe22cd305ac44bf5ac393df7fc0611,1,camara,Dep. Adriano Do Baldy (PP/GO),Dep. Adriano Do Baldy (PP/GO)
2195320,camara,2195320,Projeto de Lei,Projeto de Lei,204403,2019-03-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1723786,3437d8e58cb12e91bfdf9a68cb410e3a,1,camara,Dep. Marlon Santos (PDT/RS),Dep. Marlon Santos (PDT/RS)
2195635,camara,2195635,Projeto de Lei,Projeto de Lei,204439,2019-03-27T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1730482,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Dr. Leonardo (SOLIDARIEDADE/MT),Dep. Dr. Leonardo (SOLIDARIEDADE/MT)
2195635,camara,2215266,Requerimento de Urgência (Art. 155 do RICD),Requerimento de Urgência (Art. 155 do RICD),204439,2019-08-14T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1789848,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Dr. Leonardo (SOLIDARIEDADE/MT),Dep. Dr. Leonardo (SOLIDARIEDADE/MT)
2195635,camara,2219838,Emenda de Relator,Emenda de Relator,160665,2019-08-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Augusto Coutinho (SOLIDARIEDADE/PE),Dep. Augusto Coutinho (SOLIDARIEDADE/PE)
2195635,camara,2219839,Parecer do Relator,Parecer do Relator,160665,2019-08-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Augusto Coutinho (SOLIDARIEDADE/PE),Dep. Augusto Coutinho (SOLIDARIEDADE/PE)
2195635,camara,2229761,Parecer do Relator,Parecer do Relator,146307,2019-11-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Neri Geller (PP/MT),Dep. Neri Geller (PP/MT)
2195635,camara,2229783,Emenda de Relator,Emenda de Relator,146307,2019-11-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Neri Geller (PP/MT),Dep. Neri Geller (PP/MT)
2195635,camara,2233053,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844041,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233054,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844039,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233055,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844040,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233369,Redação Final,Redação Final,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844564,e90ae19faed22ce91a296620e32cc31d,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2214203,camara,2214203,Projeto de Lei,Projeto de Lei,74356,2019-08-08T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1786617,988ac26a342b84735dd76f469c3f003e,1,camara,Dep. Silas Câmara (PRB/AM),Dep. Silas Câmara (PRB/AM)
2214203,camara,2220260,Parecer do Relator,Parecer do Relator,204360,2019-09-13T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1810002,988ac26a342b84735dd76f469c3f003e,1,camara,Dep. Silvia Cristina (PDT/RO),Dep. Silvia Cristina (PDT/RO)
2214203,camara,2232031,Parecer Proferido em Plenário,Parecer Proferido em Plenário,204572,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841844,988ac26a342b84735dd76f469c3f003e,1,camara,Dep. Capitão Alberto Neto (PRB/AM),Dep. Capitão Alberto Neto (PRB/AM)
2214203,camara,2232483,Redação Final,Redação Final,204572,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1842720,988ac26a342b84735dd76f469c3f003e,1,camara,Dep. Capitão Alberto Neto (PRB/AM),Dep. Capitão Alberto Neto (PRB/AM)
2219094,camara,2219094,Projeto de Lei,Projeto de Lei,141523,2019-09-05T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1803505,52098ae3b1c88eecc13d3d47b3db9181,1,camara,Dep. Raul Henry (MDB/PE),Dep. Raul Henry (MDB/PE)
2219094,camara,2234066,Parecer do Relator,Parecer do Relator,204468,2019-12-16T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1846680,52098ae3b1c88eecc13d3d47b3db9181,1,camara,Dep. Joenia Wapichana (REDE/RR),Dep. Joenia Wapichana (REDE/RR)
2224224,camara,2224224,Projeto de Lei,Projeto de Lei,204566,2019-10-08T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1817766,74a59c48b1cd5947280dcd1c7fbbafaf,1,camara,Dep. Marreca Filho (PATRIOTA/MA),Dep. Marreca Filho (PATRIOTA/MA)
2224581,camara,2224581,Projeto de Lei,Projeto de Lei,204543,2019-10-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1818737,aedcc562e73ec3b768d52bdcaebe11d4,0.5,camara,Dep. Luiz Flávio Gomes (PSB/SP),Dep. Luiz Flávio Gomes (PSB/SP)
2224581,camara,2224581,Projeto de Lei,Projeto de Lei,204530,2019-10-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1818737,aedcc562e73ec3b768d52bdcaebe11d4,0.5,camara,Dep. Rodrigo Agostinho (PSB/SP),Dep. Rodrigo Agostinho (PSB/SP)
2224664,camara,2224664,Projeto de Lei,Projeto de Lei,204468,2019-10-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1818946,3f99f9f7b32cf7cbd0d05a48a598beb8,1,camara,Dep. Joenia Wapichana (REDE/RR),Dep. Joenia Wapichana (REDE/RR)
2226717,camara,2226717,Projeto de Lei,Projeto de Lei,204573,2019-10-23T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1825215,fd413bbecb633683a6761f80be9181f0,1,camara,Dep. Otto Alencar Filho (PSD/BA),Dep. Otto Alencar Filho (PSD/BA)
2227140,camara,2227140,Projeto de Lei,Projeto de Lei,141470,2019-10-29T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1826619,233afc93fd30fe6ebf3775a8c5373a53,1,camara,Dep. José Guimarães (PT/CE),Dep. José Guimarães (PT/CE)
2227140,camara,2227363,Projeto de Lei,Projeto de Lei,72442,2019-10-29T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827275,233afc93fd30fe6ebf3775a8c5373a53,1,camara,Dep. Felipe Carreras (PSB/PE),Dep. Felipe Carreras (PSB/PE)
2227140,camara,2236922,Projeto de Lei,Projeto de Lei,178970,2020-02-11T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1857102,233afc93fd30fe6ebf3775a8c5373a53,1,camara,Dep. João Daniel (PT/SE),Dep. João Daniel (PT/SE)
2227211,camara,2227211,Projeto de Lei,Projeto de Lei,178986,2019-10-29T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1826898,993ef0e756b19e1a5f2364c9703b5a9f,1,camara,Dep. Nilto Tatto (PT/SP),Dep. Nilto Tatto (PT/SP)
2227505,camara,2227505,Projeto de Lei,Projeto de Lei,204572,2019-10-30T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827706,f2308afbb4f44c3c692f6b3ce2597131,1,camara,Dep. Capitão Alberto Neto (PRB/AM),Dep. Capitão Alberto Neto (PRB/AM)
2228130,camara,2228130,Projeto de Lei,Projeto de Lei,178908,2019-11-05T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829867,75f8f0e82ea3cd2bf81a44349b715026,1,camara,Dep. Delegado Éder Mauro (PSD/PA),Dep. Delegado Éder Mauro (PSD/PA)
2229754,camara,2229754,Projeto de Lei,Projeto de Lei,204471,2019-11-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834930,6da06eadf78db985f2c5ad85041daadd,1,camara,Dep. Mara Rocha (PSDB/AC),Dep. Mara Rocha (PSDB/AC)
2231711,camara,2231711,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204495,2019-12-03T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1840570,ea2f2a742e6a30b9ef3476eb883cee96,1,camara,Dep. Airton Faleiro (PT/PA),Dep. Airton Faleiro (PT/PA)
2231774,camara,2231774,Projeto de Lei,Projeto de Lei,204500,2019-12-03T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1840825,ab2d10c0a65bdb4b323ac2a4c252d80b,1,camara,Dep. Eduardo Costa (PTB/PA),Dep. Eduardo Costa (PTB/PA)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204483,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Vilson Da Fetaemg (PSB/MG),Dep. Vilson Da Fetaemg (PSB/MG)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204394,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Gervásio Maia (PSB/PB),Dep. Gervásio Maia (PSB/PB)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204393,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Frei Anastacio Ribeiro (PT/PB),Dep. Frei Anastacio Ribeiro (PT/PB)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,178922,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Tadeu Alencar (PSB/PE),Dep. Tadeu Alencar (PSB/PE)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204352,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Camilo Capiberibe (PSB/AP),Dep. Camilo Capiberibe (PSB/AP)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204530,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Rodrigo Agostinho (PSB/SP),Dep. Rodrigo Agostinho (PSB/SP)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204429,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. João H. Campos (PSB/PE),Dep. João H. Campos (PSB/PE)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,160511,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Alessandro Molon (PSB/RJ),Dep. Alessandro Molon (PSB/RJ)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204561,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Bira Do Pindaré (PSB/MA),Dep. Bira Do Pindaré (PSB/MA)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,204468,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Joenia Wapichana (REDE/RR),Dep. Joenia Wapichana (REDE/RR)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,139285,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Lídice Da Mata (PSB/BA),Dep. Lídice Da Mata (PSB/BA)
2231918,camara,2231918,Projeto de Lei,Projeto de Lei,178986,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,4b69853c0c0f48dbb3ab7ea05f910e98,0.08333333333333333,camara,Dep. Nilto Tatto (PT/SP),Dep. Nilto Tatto (PT/SP)
2232027,camara,2232027,Projeto de Lei Complementar,Projeto de Lei Complementar,178984,2019-12-04T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841552,370f372b97e8465f1b970cb588b7dec4,1,camara,Dep. Miguel Haddad (PSDB/SP),Dep. Miguel Haddad (PSDB/SP)
2236765,camara,2238986,Requerimento de Retirada de proposição,Requerimento de Retirada de proposição,204427,2020-03-11T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865479,1ae708c5fbb1605c0282b043b45ccbec,1,camara,Dep. Fernando Rodolfo (PL/PE),Dep. Fernando Rodolfo (PL/PE)
2237205,camara,2237205,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204488,2020-02-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858095,a4a3f5be1fb8872820020a9167fe20a1,1,camara,Dep. Célio Studart (PV/CE),Dep. Célio Studart (PV/CE)
2237205,camara,2237358,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204495,2020-02-13T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858324,a4a3f5be1fb8872820020a9167fe20a1,0.5,camara,Dep. Airton Faleiro (PT/PA),Dep. Airton Faleiro (PT/PA)
2237205,camara,2237358,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204555,2020-02-13T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858324,a4a3f5be1fb8872820020a9167fe20a1,0.5,camara,Dep. José Ricardo (PT/AM),Dep. José Ricardo (PT/AM)
2237205,camara,2237825,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,141470,2020-02-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1859814,a4a3f5be1fb8872820020a9167fe20a1,1,camara,Dep. José Guimarães (PT/CE),Dep. José Guimarães (PT/CE)
2237358,camara,2237358,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204495,2020-02-13T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858324,69ce86e60371e2a75e38223f04517519,0.5,camara,Dep. Airton Faleiro (PT/PA),Dep. Airton Faleiro (PT/PA)
2237358,camara,2237358,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204555,2020-02-13T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858324,69ce86e60371e2a75e38223f04517519,0.5,camara,Dep. José Ricardo (PT/AM),Dep. José Ricardo (PT/AM)
2237789,camara,2237789,Projeto de Lei,Projeto de Lei,204499,2020-02-18T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1859567,aed43c98e5b4db318cf84aac39f115b7,1,camara,Dep. Cássio Andrade (PSB/PA),Dep. Cássio Andrade (PSB/PA)
2237825,camara,2237825,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,141470,2020-02-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1859814,ca11450eb2f242734de96fc04388dac1,1,camara,Dep. José Guimarães (PT/CE),Dep. José Guimarães (PT/CE)
2238590,camara,2238590,Projeto de Lei,Projeto de Lei,204572,2020-03-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1864394,74ae4e0c9883afea658c2bd830f7fb04,1,camara,Dep. Capitão Alberto Neto (PRB/AM),Dep. Capitão Alberto Neto (PRB/AM)
