id,d1,d2
62881,-0.27025478570403877,0.6809482696992742
66179,-0.27436894592375083,-0.14041658843812355
66828,-0.365021576757305,-0.22969083953195596
67138,-0.7032083099575693,-0.7705883071265349
68720,0.42065793977373217,-0.14871764382063082
69871,0.9588221494413443,0.22121418895149716
72442,0.2686633277980768,0.21856650784330553
73433,1.4868606638531918,-0.43257186811258497
73441,-0.45742122853443473,-0.19963796804707576
73460,0.383835018961133,0.043667933319797556
73466,-0.08238939063936984,0.4671837441797173
73482,1.2033094339685695,-0.169584270720445
73486,0.45901134581093356,-0.022854641983161388
73531,1.9735027358038828,0.2625688402354629
73586,0.5229479534770218,0.01616104090369047
73604,1.26150366574165,-0.3742063264319613
73692,-0.8945812276264834,0.3695409694348244
73696,-0.22723514286720162,0.11684948343598325
73701,1.0701081517678328,-0.34468406000624413
73772,-0.1397434101413697,-0.2941315170208697
73788,-0.7044901114015955,-0.7106460839915637
73801,0.7753768060073355,-0.3720874442435688
73808,-0.6793122932205664,-0.4334350206862882
73891,-0.6051617885553242,0.2262059146332373
73943,0.6755243176163388,-0.2807559843294377
74043,-0.44463787883584965,-0.5959419220488537
74044,-0.37571298468770664,-0.4917194422296411
74052,-0.7260160377333486,-0.649636808615177
74057,0.8074745518638698,-0.32634020238378014
74060,0.7540984978018084,-0.2911262197246156
74075,-0.6238730631315208,-0.7159652789741351
74079,-0.4139031027580383,-0.32257887767301613
74090,-0.5659595695903875,-0.587454587305667
74141,1.2920940434094754,-0.06883283854603066
74156,0.9745997193261394,-0.31115367199490973
74158,0.4858508822323552,-0.15706645345897316
74159,0.9944904839212223,-0.5117592653027929
74160,1.2845409393440417,-0.5190341881360444
74161,0.8792221591355097,-0.2724135019540002
74200,-0.050118926190521544,-0.009503439952389125
74212,-0.8653038628512736,-0.381827207587175
74262,-0.2525462630053505,0.3017308384930752
74270,-0.27529717512603186,-0.01296436273414911
74273,-0.05915411545342292,0.2759125412011174
74283,1.11455893587598,-0.4251740568181049
74299,0.6096748680930238,-0.2140098793247507
74305,-0.36815766627983715,0.12637977971106357
74317,-0.6882900637975954,-0.2663829228201532
74319,-0.40384700705148036,-0.16450826946780683
74352,-0.2784273988778589,0.1927366402456895
74356,-0.37095017567382366,-0.25534962567790104
74366,-0.5061546127421436,-0.29883230904806923
74371,1.6301307679427801,-0.8380468883943166
74376,1.0574028191478888,-0.3735195037217393
74383,-0.5848845947916244,-0.4704441048944283
74398,1.8436297134040276,-0.78782234148006
74399,-1.2944416368388587,-0.14408312808993004
74400,1.3703277608368902,-0.31907884347447496
74419,0.697663621044272,-0.026068923429476313
74439,0.6037389034507699,-0.34461519936262175
74459,-0.6118243474786975,-0.4575265320525176
74467,0.49768660325297304,-0.19681254561633962
74471,-0.49252486551558855,-0.291000351553792
74478,-0.4057070928648641,0.4439561626670183
74537,-0.721000420300077,-0.2858118638562759
74554,-0.7443102057960712,-0.216015031163819
74571,1.1158864575150584,-0.7165291624163728
74574,-0.19688168292962133,-0.3982569310202383
74585,-0.22998483489359794,-0.21079550987258105
74646,-0.26631843309591635,-0.040285072410341995
74655,-0.17963471818313523,0.20816122448030255
74693,-0.5531769281538768,-0.10424964671461197
74749,-0.4928651085466481,-0.3007385819777797
74784,0.864799391847336,0.36917368842319126
74806,-0.4710234089254283,-0.6572357445679899
74848,0.6808816598691223,-0.3140548382577261
75431,-0.4927428340314699,-0.23129047480422055
76874,1.5884509674401517,0.3520518562193178
81055,0.7571513560741174,-0.3533963513058478
81297,-0.7656719891885012,0.4085542597755493
90201,-0.17325371182508767,-0.2915998337317453
90842,-0.33357560891099913,0.03106747297119686
92102,-0.5341610984781864,-0.1272542765873856
92346,-1.0817091732244235,0.5862792230302913
92699,-0.3409915366957722,-0.7610240910809413
92776,-0.42235124971270577,-0.0728395894702445
93083,-0.8608653254196972,-0.9962801722513173
98057,-0.5046944992130402,-0.3947322849828651
107283,1.3275636838789187,-0.5964507457921272
108338,-0.4927229746949032,-0.30948847658467343
109429,-0.4789247240150277,-0.2508319070720295
112437,-0.5812751248391663,-0.4638756287219042
115746,-0.7369084760859403,-0.8196347360857748
116379,-0.5452771034061293,-0.26861172237936365
121948,-1.0969463865971105,-1.1494467861606095
122158,-0.2406156924466647,-0.0670628068262417
122466,-0.7981990611725595,-0.5824401913960483
122974,-0.4957701869747983,-0.5481805204978883
128760,-0.44694618548878695,0.17708699541169565
132504,1.4298753096798364,-0.5283447876294757
133439,0.5925216720572309,-0.23227389338535512
133810,-0.21561343369456132,-0.02360880987081219
133968,0.6507134731236393,-0.11639514895831996
