id_leggo,id_autor,nome,partido,uf,bancada,casa_autor,nome_eleitoral,node_size,id_autor_parlametria
01c3291306586541b3164eaede8d2af1,160535,Dep. Marcon,PT,RS,oposição,camara,Dep. Marcon (PT/RS),0.875,1160535
01c3291306586541b3164eaede8d2af1,160610,Dep. Valmir Assunção,PT,BA,oposição,camara,Dep. Valmir Assunção (PT/BA),0.875,1160610
01c3291306586541b3164eaede8d2af1,178970,Dep. João Daniel,PT,SE,oposição,camara,Dep. João Daniel (PT/SE),0.875,1178970
01c3291306586541b3164eaede8d2af1,178986,Dep. Nilto Tatto,PT,SP,oposição,camara,Dep. Nilto Tatto (PT/SP),0.875,1178986
01c3291306586541b3164eaede8d2af1,204370,Dep. Célio Moura,PT,TO,oposição,camara,Dep. Célio Moura (PT/TO),0.875,1204370
01c3291306586541b3164eaede8d2af1,204393,Dep. Frei Anastacio Ribeiro,PT,PB,oposição,camara,Dep. Frei Anastacio Ribeiro (PT/PB),0.875,1204393
01c3291306586541b3164eaede8d2af1,74160,Dep. Patrus Ananias,PT,MG,oposição,camara,Dep. Patrus Ananias (PT/MG),0.875,174160
01c3291306586541b3164eaede8d2af1,204495,Dep. Airton Faleiro,PT,PA,oposição,camara,Dep. Airton Faleiro (PT/PA),0.875,1204495
01ea98edfa16ee97ada6ca6056a75f0a,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
04c04c3ee0b61e9f7a4564025c3f0b85,204530,Dep. Rodrigo Agostinho,PSB,SP,oposição,camara,Dep. Rodrigo Agostinho (PSB/SP),1,1204530
0a6b435a3120d1427dcf1660980e8bc4,74160,Dep. Patrus Ananias,PT,MG,oposição,camara,Dep. Patrus Ananias (PT/MG),0.5,174160
0a6b435a3120d1427dcf1660980e8bc4,178986,Dep. Nilto Tatto,PT,SP,oposição,camara,Dep. Nilto Tatto (PT/SP),0.5,1178986
150d97a9d33b8b7eac9796179c325721,134812,Dep. Edmilson Rodrigues,PSOL,PA,oposição,camara,Dep. Edmilson Rodrigues (PSOL/PA),1,1134812
1936af28823a0817e771380dfacce78d,160575,Dep. Erika Kokay,PT,DF,oposição,camara,Dep. Erika Kokay (PT/DF),1,1160575
