id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo,status
2263835,PL,4828,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para dispor sobre tráfico de fauna e facilitar o controle de espécies exóticas invasoras. ",2020-10-06T13:29:00Z,camara,camara,Santini,RS,PTB,Indefinido,Indefinido,NA,NA,99c00942c44387bc143eee10b956ed1c,Ativa
2263836,PL,4829,"Acrescenta dispositivos à Lei nº 5.197, de 3 de janeiro de 1967, para dispor sobre o controle de fauna silvestre. ",2020-10-06T13:32:00Z,camara,camara,Santini,RS,PTB,Indefinido,Indefinido,NA,NA,f32e6ef15bd2345006458699f6d5b79c,Ativa
2263833,PL,4826,“Estabelece a obrigatoriedade da existência de caixas de retenção de esgoto nos prédios e construções que geram resíduos poluentes” ,2020-10-06T13:20:00Z,camara,camara,Alexandre Frota,SP,PSDB,Indefinido,Indefinido,NA,NA,b2b99a380dec34984a7968665996bfe9,Ativa
2264144,PL,4629,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, e o Decreto-Lei nº 917, de 8 de outubro de 1969, que dispõe sobre o emprego da aviação agrícola no País, para incluir o uso da aviação agrícola nas diretrizes e políticas governamentais de combate a incêndios florestais. ",2020-10-07T16:27:00Z,camara,NA,,NA,NA,Indefinido,Indefinido,NA,NA,26bc5a07147672cba42e0d7891a27a08,Ativa
2264296,PL,4902,Altera a redação do art. 41 da Lei 9.605 de 1988 para aumentar a pena para aqueles que provocarem incêndios florestais. ,2020-10-13T15:59:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,4d2c05b3cede85103ac07b2fa5550b9c,Ativa
2264300,PL,4906,Altera a redação do art. 41 da Lei 9.605 de 1988 para incluir o Bioma do Pantanal no tipo previsto no caput. ,2020-10-13T17:15:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,4253d0b8a56e0e13459e977eef55dce3,Ativa
2264310,PLP,246,"Institui o complexo geoeconômico e social do Matopiba, nos termos do art. 43 da Constituição Federal e dá outras providências. ",2020-10-14T09:18:00Z,camara,camara,Pastor Gil,MA,PL,Indefinido,Indefinido,NA,NA,6593c77ef8b3faad174a2daa225d067c,Ativa
2264343,PL,4927,Altera a redação do art. 10 da Lei 4.829/1965 para considerar inidôneo para fins de obtenção de crédito rural os condenados pelo crime previsto no 41 da Lei 9.605/1998 ,2020-10-14T17:43:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,35100ca50591e9c71ad264301f47f1cb,Ativa
2264344,PL,4928,"Institui o dia do Brigadista Florestal, que será comemorado no dia 1º de setembro. ",2020-10-14T17:43:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,991ff1274e2f294db918b31a8f4773aa,Ativa
2264342,PL,4926,"Estabelece indenização e assegura pensão por morte de dependentes de brigadistas, chefes de esquadrão e chefes de brigada do PREVFOGO/IBAMA. Altera a Lei nº 8.213, de 24 de julho de 1991.",2020-10-14T17:43:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,730253203fe4bade1c8b15bc31cc0916,Ativa
2264351,PL,4933,"Insere dispositivos na Lei nº 12.651, de 25 de maio de 2012, para proibir o desenvolvimento de atividades econômicas em áreas queimadas, sem autorização. ",2020-10-15T09:42:00Z,camara,camara,Célio Studart+Enrico Misasi+Professor Israel Batista,CE+SP+DF,PV+PV+PV,Indefinido,Indefinido,NA,NA,f0d9d48e8c54f8121f9322b4f6f985c8,Ativa
2264348,PL,4930,"Altera o art. 41 da Lei nº 9.605, de 12 de fevereiro de 1998, para agravar as sanções e restrições administrativas na hipótese de prática de incêndios criminosos contra matas ou florestas. ",2020-10-15T09:12:00Z,camara,camara,Rogério Correia,MG,PT,Indefinido,Indefinido,NA,NA,da4dd02905eba3fae54842157863b487,Ativa
2264354,PL,4934,"Altera o art. 41 da Lei nº 9.605, de 12 de fevereiro de 1998, para agravar as sanções e restrições administrativas na hipótese de prática de incêndios criminosos contra matas ou florestas. ",2020-10-15T11:39:00Z,camara,camara,Rogério Correia,MG,PT,Indefinido,Indefinido,NA,NA,e49b933a807c2e15bb5cae1f129fb95e,Ativa
2264501,PL,4965,"Altera a Lei nº 13.303, de 30 de junho de 2016, que dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios, e a Lei nº 9.478, de 6 de agosto de1997, que Dispõe sobre a política energética nacional, as atividades relativas ao monopólio do petróleo, institui o Conselho Nacional de Política Energética e a Agência Nacional do Petróleo e dá outras providências, para prever a exigência de autorização do Congresso Nacional para alienação de subsidiárias de empresa pública e de sociedade de economia mista. ",2020-10-20T12:25:00Z,camara,camara,Natália Bonavides,RN,PT,Indefinido,Indefinido,NA,NA,52ef7f34225132056ba3690b0f933852,Ativa
2264748,PL,5048,Altera a redação do art. 5º da Lei 7.797. ,2020-10-27T16:52:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,616aee8a9980fe7332d4670d6f52722e,Ativa
2264650,PL,5020,"Altera o art. 33 da Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para incluir as máscaras descartáveis entre os produtos sujeitos a logística reversa. ",2020-10-26T09:06:00Z,camara,camara,Capitão Alberto Neto,AM,REPUBLICANOS,Indefinido,Indefinido,NA,NA,27abca38445ce68e409791fd0c87194f,Ativa
2264953,PL,5085,"Altera a Lei nº 12.787, de 11 de janeiro de 2013, para dispor sobre o licenciamento de empreendimentos de irrigação. ",2020-11-04T11:15:00Z,camara,camara,Nilto Tatto,SP,PT,Indefinido,Indefinido,NA,NA,f9156583f0be5b6dc937fe838d589178,Ativa
2264954,PL,5086,"Altera a Lei 12.651, de 25 de maio de 2012, para dispor sobre a proteção de restingas, dunas e das áreas de preservação permanente no entorno de reservatórios artificiais. ",2020-11-04T11:15:00Z,camara,camara,Nilto Tatto,SP,PT,Indefinido,Indefinido,NA,NA,ead928bfae6c8e119576a76b369a1b6a,Ativa
2265216,PL,5172,"Cria a Zona Franca da Biodiversidade da Amazônia Legal, nas condições que especifica. ",2020-11-16T10:37:00Z,camara,camara,Nelson Barbudo,MT,PSL,Indefinido,Indefinido,NA,NA,f9ce0a16dd613d59f2692904758597fd,Ativa
139705,RQS,993,"Criação de Comissão Parlamentar de Inquérito composta de 11 (onze) membros titulares e 7 (sete) membros suplentes, para, no prazo de 120 (cento e vinte) dias, proceder investigações a respeito das causas da ampliação dos índices do desmatamento na Amazônia Legal no período entre 1º de janeiro de 2018 e 27 de agosto de 2019, assim como o aumento dos índices de queimadas na Amazônia Legal nesse período e, ainda, sobre questões relacionadas ao Fundo Amazônia, organizações não governamentais - ONGs - e organizações da sociedade civil de interesse público - OSCIPs.",2019-11-05T00:00:00Z,senado,senado,Plínio Valério PSDB / AM e outros,NA,NA,Ordinária,Plenário,NA,NA,61edf46f2500ea1a53a38c611c8122d1,Ativa
139657,PEC,184,Altera a Constituição Federal para instituir o Fundo Nacional de Responsabilidade por Poluição Causada por Incidentes com Hidrocarbonetos.,2019-10-30T00:00:00Z,senado,senado,Confúcio Moura MDB / RO e outros,NA,NA,Ordinária,Plenário,NA,NA,3e70c75cd32302a6065249cc24efa0c3,Ativa
139734,RQS,1006,"Criação da Comissão Parlamentar de Inquérito composta de 11 (onze) membros titulares e 7 (sete) membros suplentes, destinada a apurar o desmatamento e o aumento dos índices de queimadas na Amazônia Legal.",2019-11-11T00:00:00Z,senado,senado,Randolfe Rodrigues REDE / AP e outros,NA,NA,Ordinária,Plenário,NA,NA,4c90c2bb635f9d1cfcddfd5ae33456b7,Ativa
140081,PEC,212,"Insere o § 3º no art. 20 da Constituição Federal para prover recursos para fundo de prevenção e recuperação de danos ambientais provocados por atividades de extração, transporte e processamento de recursos petrolíferos e minerais.",2019-12-04T00:00:00Z,senado,senado,Jader Barbalho MDB / PA e outros,NA,NA,Ordinária,Plenário,NA,NA,d7e9e5ef6718bcfcf22117eb43780892,Ativa
140340,PEC,233,Acrescenta o inciso X ao art. 170 e o inciso VIII ao § 1º do art. 225 da Constituição Federal.,2019-12-18T00:00:00Z,senado,senado,Acir Gurgacz PDT / RO e outros,NA,NA,Ordinária,Plenário,NA,NA,d68c2f3c22492b0b69503bf5af16eb25,Ativa
140343,PL,6539,"Altera a Lei nº 12.187, de 29 de dezembro de 2009, que institui a Política Nacional sobre Mudança do Clima – PNMC, para atualizá-la ao contexto do Acordo de Paris e aos novos desafios relativos à mudança do clima.",2019-12-18T00:00:00Z,senado,senado,Comissão de Meio Ambiente  ,NA,NA,Ordinária,Plenário,NA,NA,1434e6c2a75e7f094dcdff676b61c30d,Ativa
143780,PL,4080,"Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para dispor sobre fontes de financiamento para as despesas com a implementação do zoneamento ecológico-econômico (ZEE).",2020-08-04T00:00:00Z,senado,senado,Jader Barbalho MDB / PA,NA,NA,Ordinária,Plenário,NA,NA,2c67084f58bfa77db6f844cbda7ca540,Ativa
141759,PL,2328,"Dispõe sobre a proibição de queimadas na Amazônia Legal enquanto perdurar o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 2020, devido à pandemia de Covid-19.",2020-04-30T00:00:00Z,senado,senado,Randolfe Rodrigues REDE / AP,NA,NA,Ordinária,Plenário,NA,NA,073dab437c82eecd48d904e9eca68fec,Ativa
141973,RQS,385,Informações ao Senhor Ministro de Estado do Meio Ambiente.,2020-05-18T00:00:00Z,senado,senado,Rogério Carvalho PT / SE,NA,NA,Ordinária,Plenário,NA,NA,6e787d7c16d3e6b6a8dfcf09aa371087,Ativa
143530,RQS,1484,Informações ao Ministro de Estado do Desenvolvimento Regional.,2020-07-16T00:00:00Z,senado,senado,Jader Barbalho MDB / PA,NA,NA,Ordinária,Plenário,NA,NA,7f59aabd42a4bcb8c2c077f2987627db,Ativa
145213,PDL,452,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos da Resolução nº 499, de 6 de outubro, e da Resolução nº 500, de 21 de outubro, ambas de 2020, do Conselho Nacional do Meio Ambiente – CONAMA.",2020-10-21T00:00:00Z,senado,senado,Fabiano Contarato REDE / ES e outros,NA,NA,Ordinária,Plenário,NA,NA,9c581eea6c5862113234baa0372bc44c,Ativa
145544,PL,5239,"Altera o art. 4º da Lei nº 4.595, de 31 de dezembro de 1964, a fim de oferecer linhas de crédito para aquisição de equipamentos de energia fotovoltaica e eólica, com baixos juros, a famílias menos favorecidas.",2020-11-24T00:00:00Z,senado,senado,Confúcio Moura MDB / RO,NA,NA,Ordinária,Plenário,NA,NA,b9caed7b6d2d236747dd62083b9916d8,Ativa
145555,RQS,2771,Realização de Sessão de Debates Temáticos para debater informações questionáveis a respeito do aumento das queimadas e do desmatamento na Amazônia.,2020-11-24T00:00:00Z,senado,senado,Luis Carlos Heinze PP / RS e outros,NA,NA,Ordinária,Plenário,NA,NA,110c52ea4cd4752d8f5fc58325eb022a,Ativa
145560,PL,5244,"Autoriza a criação de linha de crédito especial, com recursos do Fundo Constitucional do Centro-Oeste (FCO), para pequenos agricultores familiares, empreendimentos familiares rurais, pequenos e médios produtores rurais e ribeirinhos, afetados pelas queimadas no Pantanal no ano de 2020, e dá outras providências.",2020-11-24T00:00:00Z,senado,senado,Jayme Campos DEM / MT,NA,NA,Ordinária,Plenário,NA,NA,8588e01c3feef42549da06eab598f5d3,Ativa
145626,PL,5312,"Altera as Leis nºs 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, e 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, para proibir o uso alternativo do solo em áreas atingidas por fogo não autorizado e para ampliar incentivos à preservação e à recuperação do meio ambiente.",2020-12-01T00:00:00Z,senado,senado,José Serra PSDB / SP,NA,NA,Ordinária,Plenário,NA,NA,d8ca90757e4d915b2c048ec921d41ce7,Ativa
2225989,MPV,901,"Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União. ",2019-10-21T11:20:00Z,camara,camara,Poder Executivo,NA,NA,Urgência,Plenário,NA,NA,c7e7eeb00c32ed1c6405e37584142e45,Ativa
