id_leggo,interesse,nome_interesse,apelido,keywords,tema,tema_slug,advocacy_link,tipo_agenda,descricao_interesse
c24b8b200550424de77ad6c4ee695544,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
ca3d840ebbc9882368ab514b5ca402b9,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
66723029bbd75a962c71ca8ee7730fe9,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
444df3df507f78ab1e222d379afb484f,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
0ac1d9953e5610e8bc6b8f5439318658,painel,Proposições,NA,NA,Outros,outros,NA,NA,Lista de proposições
76f22462d789f1efdef980b4161602a7,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
8cbc918af52f861ce4860405e0cbbb54,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
f5c69f40da5fbc0034542cd58d106732,painel,Proposições,NA,NA,Agropecuária,agropecuaria,NA,NA,Lista de proposições
de9fccd50224c440863cba4f5acb4e6e,painel,Proposições,NA,NA,Meio Ambiente,meio-ambiente,NA,NA,Lista de proposições
40f6bd930b777bfe979231fc48dded07,painel,Proposições,NA,NA,Meio Ambiente,meio-ambiente,NA,NA,Lista de proposições
de1feaba6ef76577fb80a7cbc7aa452f,painel,Proposições,NA,NA,Meio Ambiente,meio-ambiente,NA,NA,Lista de proposições
9c581eea6c5862113234baa0372bc44c,painel,Proposições,NA,NA,Meio Ambiente,meio-ambiente,NA,NA,Lista de proposições
