id_leggo,id_camara,id_senado,id_autor_parlametria,id_autor
4b69853c0c0f48dbb3ab7ea05f910e98,2231918,None,1178986,178986
4b69853c0c0f48dbb3ab7ea05f910e98,2231918,None,1204530,204530
4b69853c0c0f48dbb3ab7ea05f910e98,2231918,None,1178922,178922
4b69853c0c0f48dbb3ab7ea05f910e98,2231918,None,1204483,204483
1ae708c5fbb1605c0282b043b45ccbec,2236765,None,31,1
a4a3f5be1fb8872820020a9167fe20a1,2237205,None,1204488,204488
69ce86e60371e2a75e38223f04517519,2237358,None,1204495,204495
69ce86e60371e2a75e38223f04517519,2237358,None,1204555,204555
aed43c98e5b4db318cf84aac39f115b7,2237789,None,1204499,204499
ca11450eb2f242734de96fc04388dac1,2237825,None,1141470,141470
74ae4e0c9883afea658c2bd830f7fb04,2238590,None,1204572,204572
c3d2c81ea769ce4bdb8486ede6fdb663,2252113,None,1204534,204534
b2c211e4a5852708d3840771c9568f2a,2259759,None,1164359,164359
ba0b849ce32b284a0a66635f6e9000c4,2259826,None,1160511,160511
41eaabc38965658ff388095754c0c0c4,2263264,None,1160604,160604
6d0aabd1c472d4673c66f1223435a42d,2263379,None,1204391,204391
eeb1b31085f6cb74ccf98f08691864e5,2263378,None,1178986,178986
63752d71560e20e96d1b304bf301b032,2263447,None,1160632,160632
8f69c2618b4037192043f01e20052383,2263452,None,1133439,133439
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1160511,160511
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1178927,178927
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204561,204561
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204352,204352
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1160528,160528
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204542,204542
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204389,204389
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204394,204394
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1178964,178964
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204429,204429
95a3ca957f9109c578c17f6a23a471e1,2263448,None,173586,73586
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1139285,139285
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204558,204558
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1178951,178951
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204530,204530
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1178922,178922
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1206231,206231
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1157130,157130
95a3ca957f9109c578c17f6a23a471e1,2263448,None,1204483,204483
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160508,160508
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204495,204495
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204501,204501
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204503,204503
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1141335,141335
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160538,160538
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204426,204426
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204370,204370
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1132504,132504
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160575,160575
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204393,204393
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1107283,107283
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1178873,178873
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174848,74848
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1178970,178970
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204429,204429
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1178857,178857
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1141470,141470
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1209189,209189
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174156,74156
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1178866,178866
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,176874,76874
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160535,160535
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1171619,171619
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174398,74398
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204428,204428
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1188097,188097
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204453,204453
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1178986,178986
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160556,160556
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174160,74160
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1171617,171617
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204492,204492
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1141488,141488
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160604,160604
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204467,204467
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1204480,204480
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174371,74371
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,173604,73604
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1157130,157130
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160610,160610
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174376,74376
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,174283,74283
6d4bd96c8a8dffe066718503d82ec4a0,2263453,None,1160569,160569
f9ac0741cab86990c55e18dc7e39b779,2263461,None,174057,74057
f9ac0741cab86990c55e18dc7e39b779,2263461,None,174848,74848
f9ac0741cab86990c55e18dc7e39b779,2263461,None,173943,73943
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1204509,204509
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1205548,205548
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1134812,134812
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1204407,204407
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1152605,152605
ac53697f4326dbc437b7e5047c3f666b,2263463,None,173531,73531
ac53697f4326dbc437b7e5047c3f666b,2263463,None,174784,74784
ac53697f4326dbc437b7e5047c3f666b,2263463,None,176874,76874
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1204535,204535
ac53697f4326dbc437b7e5047c3f666b,2263463,None,1204464,204464
8b633a9802f478711db16a55a4f12d54,2264051,None,172442,72442
6e9ad7bc344edaa2e1cd35e69860beba,2263834,None,190842,90842
99c00942c44387bc143eee10b956ed1c,2263835,None,190842,90842
f32e6ef15bd2345006458699f6d5b79c,2263836,None,190842,90842
b2b99a380dec34984a7968665996bfe9,2263833,None,1204544,204544
26bc5a07147672cba42e0d7891a27a08,2264144,None,378,78
4d2c05b3cede85103ac07b2fa5550b9c,2264296,None,1204488,204488
4253d0b8a56e0e13459e977eef55dce3,2264300,None,1204488,204488
6593c77ef8b3faad174a2daa225d067c,2264310,None,1204570,204570
35100ca50591e9c71ad264301f47f1cb,2264343,None,1204488,204488
991ff1274e2f294db918b31a8f4773aa,2264344,None,1204488,204488
730253203fe4bade1c8b15bc31cc0916,2264342,None,1204488,204488
f0d9d48e8c54f8121f9322b4f6f985c8,2264351,None,1204488,204488
f0d9d48e8c54f8121f9322b4f6f985c8,2264351,None,1204537,204537
f0d9d48e8c54f8121f9322b4f6f985c8,2264351,None,1204383,204383
da4dd02905eba3fae54842157863b487,2264348,None,1204480,204480
e49b933a807c2e15bb5cae1f129fb95e,2264354,None,1204480,204480
52ef7f34225132056ba3690b0f933852,2264501,None,1204453,204453
616aee8a9980fe7332d4670d6f52722e,2264748,None,1204488,204488
27abca38445ce68e409791fd0c87194f,2264650,None,1204572,204572
f9156583f0be5b6dc937fe838d589178,2264953,None,1178986,178986
ead928bfae6c8e119576a76b369a1b6a,2264954,None,1178986,178986
f9ce0a16dd613d59f2692904758597fd,2265216,None,1204449,204449
6c74bedf8b714e465f7fe246047a3710,None,140530,25895,5895
1500badc155ea18ae6494b247a96c52f,None,135332,25535,5535
5a4a116465040efd1246bf4612a8e02e,None,135609,25502,5502
5a4a116465040efd1246bf4612a8e02e,None,135609,2945,945
5a4a116465040efd1246bf4612a8e02e,None,135609,25967,5967
5a4a116465040efd1246bf4612a8e02e,None,135609,25529,5529
5a4a116465040efd1246bf4612a8e02e,None,135609,2751,751
5a4a116465040efd1246bf4612a8e02e,None,135609,25973,5973
5a4a116465040efd1246bf4612a8e02e,None,135609,2739,739
5a4a116465040efd1246bf4612a8e02e,None,135609,24994,4994
5a4a116465040efd1246bf4612a8e02e,None,135609,25976,5976
5a4a116465040efd1246bf4612a8e02e,None,135609,25718,5718
5a4a116465040efd1246bf4612a8e02e,None,135609,25531,5531
5a4a116465040efd1246bf4612a8e02e,None,135609,222,22
5a4a116465040efd1246bf4612a8e02e,None,135609,25540,5540
5a4a116465040efd1246bf4612a8e02e,None,135609,24770,4770
5a4a116465040efd1246bf4612a8e02e,None,135609,25895,5895
5a4a116465040efd1246bf4612a8e02e,None,135609,25533,5533
5a4a116465040efd1246bf4612a8e02e,None,135609,25979,5979
5a4a116465040efd1246bf4612a8e02e,None,135609,25942,5942
5a4a116465040efd1246bf4612a8e02e,None,135609,25525,5525
5a4a116465040efd1246bf4612a8e02e,None,135609,25236,5236
5a4a116465040efd1246bf4612a8e02e,None,135609,25905,5905
5a4a116465040efd1246bf4612a8e02e,None,135609,25732,5732
5a4a116465040efd1246bf4612a8e02e,None,135609,25929,5929
5a4a116465040efd1246bf4612a8e02e,None,135609,25959,5959
5a4a116465040efd1246bf4612a8e02e,None,135609,25535,5535
5a4a116465040efd1246bf4612a8e02e,None,135609,25748,5748
5a4a116465040efd1246bf4612a8e02e,None,135609,25783,5783
5a4a116465040efd1246bf4612a8e02e,None,135609,25953,5953
528b129ac1078010f36741d9c81eed63,None,135672,25748,5748
d5c7693ccc965ea6923dddab0c3e5bbf,None,135648,25990,5990
9bf8748d316c4477868db3932db87f60,None,135801,2285,285
fedcd6759fc40f3fb0968e8024baf121,None,135796,2285,285
0aae05928abb6a83a51cbfd42d935b69,None,135799,2285,285
1973c4b6e45af8a78f781b41ddaf3987,None,135948,21186,1186
b8b7b29c9cec9e90d28283d2e14e674d,None,136371,25894,5894
b8b7b29c9cec9e90d28283d2e14e674d,None,136371,2285,285
61edf46f2500ea1a53a38c611c8122d1,None,139705,25502,5502
61edf46f2500ea1a53a38c611c8122d1,None,139705,25982,5982
61edf46f2500ea1a53a38c611c8122d1,None,139705,2945,945
61edf46f2500ea1a53a38c611c8122d1,None,139705,2751,751
61edf46f2500ea1a53a38c611c8122d1,None,139705,25990,5990
61edf46f2500ea1a53a38c611c8122d1,None,139705,2475,475
61edf46f2500ea1a53a38c611c8122d1,None,139705,25976,5976
61edf46f2500ea1a53a38c611c8122d1,None,139705,25531,5531
61edf46f2500ea1a53a38c611c8122d1,None,139705,222,22
61edf46f2500ea1a53a38c611c8122d1,None,139705,25894,5894
61edf46f2500ea1a53a38c611c8122d1,None,139705,24531,4531
61edf46f2500ea1a53a38c611c8122d1,None,139705,25895,5895
61edf46f2500ea1a53a38c611c8122d1,None,139705,25929,5929
61edf46f2500ea1a53a38c611c8122d1,None,139705,25533,5533
61edf46f2500ea1a53a38c611c8122d1,None,139705,25979,5979
61edf46f2500ea1a53a38c611c8122d1,None,139705,25926,5926
61edf46f2500ea1a53a38c611c8122d1,None,139705,21186,1186
61edf46f2500ea1a53a38c611c8122d1,None,139705,25557,5557
61edf46f2500ea1a53a38c611c8122d1,None,139705,25666,5666
61edf46f2500ea1a53a38c611c8122d1,None,139705,2285,285
61edf46f2500ea1a53a38c611c8122d1,None,139705,25942,5942
61edf46f2500ea1a53a38c611c8122d1,None,139705,21023,1023
61edf46f2500ea1a53a38c611c8122d1,None,139705,26027,6027
61edf46f2500ea1a53a38c611c8122d1,None,139705,25525,5525
61edf46f2500ea1a53a38c611c8122d1,None,139705,25924,5924
61edf46f2500ea1a53a38c611c8122d1,None,139705,25236,5236
61edf46f2500ea1a53a38c611c8122d1,None,139705,2677,677
61edf46f2500ea1a53a38c611c8122d1,None,139705,25905,5905
61edf46f2500ea1a53a38c611c8122d1,None,139705,25988,5988
61edf46f2500ea1a53a38c611c8122d1,None,139705,25959,5959
61edf46f2500ea1a53a38c611c8122d1,None,139705,25899,5899
4aa48de07ffa76e8eeed3a75c25034a3,None,137294,21186,1186
17616f03d63d1c483336c7b232f057c2,None,137486,25959,5959
24b766dcc54aa7470ca7e402eee1a33a,None,138725,316,16
a534d78618d3fa7d51ebb1fed82e7395,None,138812,25895,5895
86d5c2c186312f2c2fcaaff1f00b226c,None,139066,25982,5982
1af82e91b2c98778f90d7cf2ce4220e1,None,139054,24560,4560
ddcf29758528b140118b6054030a025e,None,139361,22331,2331
b4b7bb2ce226e8d5c143a3b0df65bb0f,None,139527,23806,3806
3e70c75cd32302a6065249cc24efa0c3,None,139657,2475,475
3e70c75cd32302a6065249cc24efa0c3,None,139657,25967,5967
3e70c75cd32302a6065249cc24efa0c3,None,139657,25529,5529
3e70c75cd32302a6065249cc24efa0c3,None,139657,25990,5990
3e70c75cd32302a6065249cc24efa0c3,None,139657,25973,5973
3e70c75cd32302a6065249cc24efa0c3,None,139657,24994,4994
3e70c75cd32302a6065249cc24efa0c3,None,139657,25976,5976
3e70c75cd32302a6065249cc24efa0c3,None,139657,23777,3777
3e70c75cd32302a6065249cc24efa0c3,None,139657,24525,4525
3e70c75cd32302a6065249cc24efa0c3,None,139657,24770,4770
3e70c75cd32302a6065249cc24efa0c3,None,139657,2581,581
3e70c75cd32302a6065249cc24efa0c3,None,139657,25979,5979
3e70c75cd32302a6065249cc24efa0c3,None,139657,25926,5926
3e70c75cd32302a6065249cc24efa0c3,None,139657,2742,742
3e70c75cd32302a6065249cc24efa0c3,None,139657,21023,1023
3e70c75cd32302a6065249cc24efa0c3,None,139657,25985,5985
3e70c75cd32302a6065249cc24efa0c3,None,139657,2374,374
3e70c75cd32302a6065249cc24efa0c3,None,139657,25502,5502
3e70c75cd32302a6065249cc24efa0c3,None,139657,25012,5012
3e70c75cd32302a6065249cc24efa0c3,None,139657,25905,5905
3e70c75cd32302a6065249cc24efa0c3,None,139657,25352,5352
3e70c75cd32302a6065249cc24efa0c3,None,139657,22331,2331
3e70c75cd32302a6065249cc24efa0c3,None,139657,25988,5988
3e70c75cd32302a6065249cc24efa0c3,None,139657,25959,5959
3e70c75cd32302a6065249cc24efa0c3,None,139657,25899,5899
3e70c75cd32302a6065249cc24efa0c3,None,139657,25748,5748
3e70c75cd32302a6065249cc24efa0c3,None,139657,21173,1173
3e70c75cd32302a6065249cc24efa0c3,None,139657,25783,5783
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25012,5012
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,2945,945
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25953,5953
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,24994,4994
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25942,5942
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25959,5959
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25979,5979
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25533,5533
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,2345,345
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25895,5895
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,2825,825
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25352,5352
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25783,5783
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25502,5502
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,26027,6027
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25411,5411
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,2374,374
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25236,5236
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25525,5525
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25748,5748
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25718,5718
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25627,5627
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,270,70
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25973,5973
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25982,5982
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25976,5976
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25322,5322
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,23361,3361
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25905,5905
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,22331,2331
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25967,5967
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,25008,5008
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,2581,581
4c90c2bb635f9d1cfcddfd5ae33456b7,None,139734,24531,4531
1865182af6d37f87234698314e7cbf89,None,139916,25982,5982
1865182af6d37f87234698314e7cbf89,None,139916,2945,945
1865182af6d37f87234698314e7cbf89,None,139916,25967,5967
1865182af6d37f87234698314e7cbf89,None,139916,25973,5973
1865182af6d37f87234698314e7cbf89,None,139916,25976,5976
1865182af6d37f87234698314e7cbf89,None,139916,25718,5718
1865182af6d37f87234698314e7cbf89,None,139916,25953,5953
1865182af6d37f87234698314e7cbf89,None,139916,2345,345
1865182af6d37f87234698314e7cbf89,None,139916,2581,581
1865182af6d37f87234698314e7cbf89,None,139916,25895,5895
1865182af6d37f87234698314e7cbf89,None,139916,25929,5929
1865182af6d37f87234698314e7cbf89,None,139916,25533,5533
1865182af6d37f87234698314e7cbf89,None,139916,25979,5979
1865182af6d37f87234698314e7cbf89,None,139916,25666,5666
1865182af6d37f87234698314e7cbf89,None,139916,25376,5376
1865182af6d37f87234698314e7cbf89,None,139916,25942,5942
1865182af6d37f87234698314e7cbf89,None,139916,21023,1023
1865182af6d37f87234698314e7cbf89,None,139916,25523,5523
1865182af6d37f87234698314e7cbf89,None,139916,2825,825
1865182af6d37f87234698314e7cbf89,None,139916,25502,5502
1865182af6d37f87234698314e7cbf89,None,139916,25012,5012
1865182af6d37f87234698314e7cbf89,None,139916,25236,5236
1865182af6d37f87234698314e7cbf89,None,139916,25905,5905
1865182af6d37f87234698314e7cbf89,None,139916,25527,5527
1865182af6d37f87234698314e7cbf89,None,139916,25959,5959
1865182af6d37f87234698314e7cbf89,None,139916,23396,3396
1865182af6d37f87234698314e7cbf89,None,139916,25411,5411
1865182af6d37f87234698314e7cbf89,None,139916,25783,5783
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25982,5982
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,2945,945
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25967,5967
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25973,5973
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25976,5976
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25953,5953
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,2345,345
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,2581,581
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25895,5895
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25929,5929
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25533,5533
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25979,5979
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25666,5666
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25376,5376
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25942,5942
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,21023,1023
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25523,5523
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,2825,825
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25502,5502
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25012,5012
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25236,5236
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25905,5905
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25527,5527
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25959,5959
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,23396,3396
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25411,5411
4c04ec8caeab978a8777a5b6fec31fc6,None,139917,25783,5783
d7e9e5ef6718bcfcf22117eb43780892,None,140081,235,35
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25982,5982
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25529,5529
d7e9e5ef6718bcfcf22117eb43780892,None,140081,2470,470
d7e9e5ef6718bcfcf22117eb43780892,None,140081,2475,475
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25537,5537
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25531,5531
d7e9e5ef6718bcfcf22117eb43780892,None,140081,222,22
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25953,5953
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25540,5540
d7e9e5ef6718bcfcf22117eb43780892,None,140081,24531,4531
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25895,5895
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25979,5979
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25926,5926
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25557,5557
d7e9e5ef6718bcfcf22117eb43780892,None,140081,2742,742
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25422,5422
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25942,5942
d7e9e5ef6718bcfcf22117eb43780892,None,140081,21023,1023
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25985,5985
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25525,5525
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25523,5523
d7e9e5ef6718bcfcf22117eb43780892,None,140081,2825,825
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25012,5012
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25236,5236
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25732,5732
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25527,5527
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25959,5959
d7e9e5ef6718bcfcf22117eb43780892,None,140081,25748,5748
d7e9e5ef6718bcfcf22117eb43780892,None,140081,21173,1173
d7e9e5ef6718bcfcf22117eb43780892,None,140081,23806,3806
d68c2f3c22492b0b69503bf5af16eb25,None,140340,24981,4981
d68c2f3c22492b0b69503bf5af16eb25,None,140340,311,11
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25982,5982
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2945,945
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2475,475
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25718,5718
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25531,5531
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25953,5953
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2345,345
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25008,5008
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2581,581
d68c2f3c22492b0b69503bf5af16eb25,None,140340,24531,4531
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25627,5627
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25533,5533
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25979,5979
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2151,151
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25666,5666
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2285,285
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25942,5942
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25985,5985
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25523,5523
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2825,825
d68c2f3c22492b0b69503bf5af16eb25,None,140340,2374,374
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25502,5502
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25236,5236
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25988,5988
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25959,5959
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25535,5535
d68c2f3c22492b0b69503bf5af16eb25,None,140340,21173,1173
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25411,5411
d68c2f3c22492b0b69503bf5af16eb25,None,140340,25783,5783
