GW x geral,Pos/Neg/Neutro para o ambientalismo,id,sigla_tipo,numero,ano,ementa,votada_plenario,cod_tipo,casa,tema,autor,link
Não GW,Neutro,2196674,PL,1993,2019,Proíbe a criação ou manutenção de animais para fins de extração de pele,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196674
Não GW,Neutro,2196675,PL,1994,2019,Proíbe o sacrifício de animais pelos Centros de Controle de Zoonoses e por Unidades de Vigilância de Zoonoses enquanto existirem outras alternativas de tratamento.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196675
Não GW,Positivo,2196676,PL,1995,2019,Dispõe sobre o programa de compensação de Gases do Efeito Estufa em eventos realizados em área de domínio público,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196676
Não GW,Positivo,2196678,PL,1996,2019,Obriga o Poder Público e a iniciativa privada a priorizar a reintrodução de espécies similares ou compatíveis à vegetação local ao promover o reflorestamento,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196678
Não GW,Negativo,2196688,PL,2001,2019,Dispõe sobre a desapropriação e indenização de propriedades privadas em unidades de conservação de domínio público.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Pinheirinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196688
Não GW,Positivo,2196952,PL,2069,2019,Estabelece multa administrativa para aqueles que descartarem resíduos sólidos nas praias fora dos equipamentos destinados para este fim,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196952
Não GW,Neutro,2196953,PL,2070,2019,Permite o ingresso de animais domésticos e de estimação em hospitais para visitação de pacientes internados,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2196953
Não GW,Neutro,2197198,PL,2133,2019,"Altera o inciso XVI do caput do art. 20 da Lei nº 8.036, de 11 de maio de 1990, que ""Dispõe sobre o Fundo de Garantia do Tempo de Serviço, e dá outras providências"", a fim de permitir a movimentação da conta vinculada do trabalhador no caso de desastre tecnológico.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Filipe Barros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197198
Não GW,Positivo,2197426,PL,2191,2019,"Alterar a Lei nº 12.305, de 2 de agosto de 2010, para incluir óleos e gorduras de uso culinário como produtos do sistema de logística reversa.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197426
Não GW,Positivo,2197458,PL,2197,2019,"Dispõe sobre a implementação, criação e controle da farmácia veterinária popular e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Adriano do Baldy,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197458
Não GW,Positivo,2197532,PL,2204,2019,"Dispõe sobre os empreendimentos de turismo rural, as responsabilidades de seus empreendedores e do poder público e dá outras providências.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Flavio Nogueira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197532
Não GW,Positivo,2197694,PL,2226,2019,"Dispões sobre o uso de bicicletas de propulsão elétrica, dotadas ou não de pedais acionados pelo condutor e de patinetes de propulsão elétrica. (PL Mobilidade Urbana Sustentável)",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Aureo Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197694
Não GW,Positivo,2197747,PL,2237,2019,Estabelece diretrizes e normas para a garantia de atendimento aos princípios de bem-estar dos animais domésticos e silvestres.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Ruy Carneiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197747
Não GW,Positivo,2197787,PL,2241,2019,"Obriga as grandes empresas, as rodoviárias e aeroportos a disponibilizarem lixeiras para resíduos perfurocortantes.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Edna Henrique,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197787
Não GW,Neutro,2197910,PL,2266,2019,"Altera a Lei 4.504, de 30 de novembro de 1964 e a Lei 5.868, de 12 de dezembro de 1972, para possibilitar o desmembramento da propriedade rural abaixo da fração mínima de parcelamento nos casos de divisão da propriedade entre familiares.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Toninho Wandscheer,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197910
Não GW,Positivo,2197956,PDL,114,2019,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que ""dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações."".",0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,Alexandre Padilha; Arlindo Chinaglia; Assis Carvalho; Benedita da Silva; Beto Faro; Bohn Gass; Carlos Veras; Carlos Zarattini; Célio Moura; Enio Verri; Erika Kokay; Frei Anastacio Ribeiro; Gleisi Hoffmann; Helder Salomão; Henrique Fontana; João Daniel; Jorge Solla; José Airton Félix Cirilo; José Guimarães; José Ricardo; Joseildo Ramos; Leonardo Monteiro; Luizianne Lins; Marcon; Margarida Salomão; Maria do Rosário; Marília Arraes; Merlong Solano; Natália Bonavides; Nelson Pellegrino; Nilto Tatto; Odair Cunha; Padre João; Patrus Ananias; Paulão; Paulo Guedes; Paulo Pimenta; Paulo Teixeira; Pedro Uczai; Professora Rosa Neide; Reginaldo Lopes; Rejane Dias; Rogério Correia; Rubens Otoni; Rui Falcão; Valmir Assunção; Vander Loubet; Vicentinho; Waldenor Pereira; Zé Carlos; Zé Neto; Zeca Dirceu,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197956
Não GW,Positivo,2197974,PDL,117,2019,"Susta, nos termos do art. 49, V, da Constituição, a aplicação do Decreto nº 9.760, de 11 de abril de 2019.",0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,Helder Salomão,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197974
Não GW,Positivo,2198006,PL,2275,2019,Proíbe a comercialização de pilhas descartáveis,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Cássio Andrade,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198006
Não GW,Positivo,2198087,PDL,124,2019,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações.",0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,Áurea Carolina; Edmilson Rodrigues; Fernanda Melchionna; Glauber Braga; Ivan Valente; Luiza Erundina; Marcelo Freixo; Talíria Petrone,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198087
Não GW,Positivo,2198136,PL,2289,2019,"Altera a Lei nº 9.985, de 18 de julho de 2000, que ""Regulamenta o art. 225, § 1º, incisos I, II, III e VII da Constituição Federal, institui o Sistema Nacional de Unidades de Conservação da Natureza e dá outras providências"", para proibir a utilização de copos e canudos descartáveis.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198136
GW,Positivo,2198142,PDL,130,2019,"""Susta o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações. """,0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,Nilto Tatto,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198142
Não GW,Positivo,2198161,PL,2293,2019,"Dispõe sobre a obrigatoriedade de instalação de Sistema de Ecobarreiras na rede hidrográficas para contenção de resíduos sólidos em riachos, córregos, canais e rios que cortam as cidades e da outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Vavá Martins,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198161
GW,Negativo,2198163,PL,2294,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, para considerar de interesse social o represamento de pequenos cursos d''água, quando voltado para a irrigação.",0,139,camara,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Zé Vitor,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198163
Não GW,Positivo,2198168,PDL,133,2019,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que ""Altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações"".",0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,José Guimarães,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198168
Não GW,Positivo,2198177,PL,2297,2019,"Altera a Lei nº 9.985, de 18 de julho de 2000, que ""Regulamenta o art. 225, § 1º, incisos I, II, III e VII da Constituição Federal, institui o Sistema Nacional de Unidades de Conservação da Natureza e dá outras providências"", para proibir a utilização de copos e canudos descartáveis de plástico.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198177
Não GW,Positivo,2198218,PL,2299,2019,"Determina a proibição do uso de copos e canudos de plástico descartável não biodegradável pelas empresas de aviação civil com operação de pouso e decolagem em território nacional, e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Mário Heringer,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198218
Não GW,Positivo,2198325,PL,2316,2019,Cria aplicativo para dispositivo móvel que facilite a busca por animais domésticos desaparecidos,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198325
Não GW,Positivo,2198326,PL,2317,2019,Proíbe a adoção de animais por aqueles que forem condenados pelo crime de maus-tratos de animais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198326
Não GW,Positivo,2198329,PL,2319,2019,Dispõe sobre a promoção da Educação Ambiental em ambientes de grande circulação,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198329
Não GW,Positivo,2198331,PL,2321,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para proibir que pessoas jurídicas que cometam o crime de maus-tratos aos animais possam celebrar contratos com a Administração Pública",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198331
Não GW,Positivo,2198334,PL,2323,2019,"Determina a fixação de placas, por parte do Poder Público indicando a condição de balneabilidade das praias",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198334
Não GW,Positivo,2198335,PL,2324,2019,Criminaliza a conduta de provocar contenda entre animais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198335
Não GW,Positivo,2198336,PL,2325,2019,Isenta produtos sustentáveis da incidência do Imposto sobre Produtos Industrializados (IPI),0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198336
Não GW,Positivo,2198338,PDL,137,2019,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a Instrução Normativa nº 12, de 25 de março de 2019, do Ministério do Meio Ambiente/Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis",0,557,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198338
Não GW,Positivo,2198438,PL,2341,2019,Dispõe sobre a Política Nacional de Incentivo ao Desenvolvimento da Apicultura e da Meliponicultura,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Mara Rocha,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198438
Não GW,Neutro,2198500,PL,2356,2019,"Altera a Lei n 7.802, de 11 de julho de 1989, para dispor sobre a obrigatoriedade de as empresas produtoras e importadoras de agrotóxicos publicarem o volume comercializado e o lucro líquido do ano anterior.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",João Daniel,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198500
Não GW,Positivo,2198511,PL,2360,2019,"Inclui inciso ao artigo 5º da Lei nº 11.771, de 17 de setembro de 2008, que dispõe sobre a Política Nacional de Turismo.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Damião Feliciano,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198511
Não GW,Neutro,2198528,PL,2367,2019,"Acrescenta parágrafo ao art. 26 da Lei n° 11.959, de 29 de junho de 2009 (Lei de Pesca), para permitir que o órgão estadual competente conceda licença ao pescador profissional para a pesca marinha.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Robério Monteiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198528
Não GW,Positivo,2198592,PL,2387,2019,"Proíbe a queima de pneus e outros objetos correlatos que causem prejuízos à saúde e ao meio ambiente, inclusive, em manifestações públicas em todo Território Brasileiro.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Pastor Sargento Isidório,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198592
Não GW,Positivo,2198921,PL,2448,2019,Dispõe sobre a cassação da inscrição estadual de empresas que provoquem maus-tratos a animais e dá outras providências.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Boca Aberta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198921
Não GW,Positivo,2199057,PL,2475,2019,"Dispõe sobre a Política Nacional de Biocombustíveis Florestais e altera a Lei nº 10.336, de 19 de dezembro de 2001.O Congresso Nacional decreta:",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Jose Mario Schreiner,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199057
Não GW,Positivo,2199158,PL,2495,2019,Dispõe sobre a atenção continuada à saúde de pessoas atingidas por desastres ambientais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Erika Kokay,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199158
Não GW,Neutro,2199161,PL,2497,2019,"Altera a Lei nº 11.959, de 29 de junho de 2009, que ""Dispõe sobre Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca"", para incluir entre as competências do Poder Público, as ações de repovoamento com alevinos nas águas interiores e continentais.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Aline Gurgel; Luiz Carlos; Vavá Martins,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199161
GW,Negativo,2199215,PL,2510,2019,"Altera a Lei nº 12.651, de 25 maio de 2012, para dispor sobre as áreas de proteção permanente no perímetro urbano e nas regiões metropolitanas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rogério Peninha Mendonça,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199215
Não GW,Positivo,2199285,PL,2517,2019,"Altera a Lei nº 10.257, de 10 de julho de 2001, prevendo a implantação de calçadas ecológicas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199285
Não GW,Positivo,2199370,PL,2533,2019,Proíbe construções nas proximidades das barragens de rejeitos.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Juninho do Pneu,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199370
Não GW,Positivo,2199455,PL,2543,2019,Dispõe sobre a instituição de incentivos à produção de energias renováveis não convencionais,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Mara Rocha,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199455
Não GW,Positivo,2199467,PL,2546,2019,"Altera a Lei nº 7.802, de 11 de julho de 1989, para dispor sobre o cancelamento do registro de produtos agrotóxicos e afins banidos em países da Organização para a Cooperação e o Desenvolvimento Econômico - OCDE",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199467
Não GW,Positivo,2199510,PL,2554,2019,Cria o Fundo Nacional de Proteção Animal,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199510
Não GW,Positivo,2199519,PL,2560,2019,"Cria o selo ""Livre de Crueldade"" como forma de certificação oficial aos produtos e marcas que não realizem testes em animais",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199519
Não GW,Positivo,2199520,PL,2561,2019,"Trata da proibição de retirada, por parte de todos os entes federados, de abrigos provisórios de animais em logradouros públicos",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199520
Não GW,Neutro,2199545,PL,2567,2019,"Altera a Lei nº 4.504, de 30 de novembro de 1964, e a Lei nº 5.868, de 12 de dezembro de 1972, e dá outras providências.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Carlos Chiodini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199545
Não GW,Neutro,2199637,PL,2580,2019,"Altera a Lei nº 9.294, de 15 de julho de 1996, que ""dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígenos, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal"", para proibir o uso de produtos fumígenos e consumo de bebidas alcoólicas em parques públicos e privados.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199637
Não GW,Positivo,2199980,PL,2609,2019,"Altera a Lei nº 10.257, de 10 de julho de 2001 para determinar à implementação de mecanismos de estimulo a instalação de sistemas de coleta, armazenamento e utilização de águas pluviais em edificações públicas e privadas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199980
Não GW,Positivo,2200103,PL,2614,2019,"Dispõe sobre a responsabilidade civil do comerciante, fabricante, produtor, nacional ou estrangeiro, e importador de produtos agrotóxicos por danos causados a trabalhadores, agricultores, transportadores, consumidores ou pessoas que comprovadamente hajam entrado em contato com o produto por inalação, manipulação, ingestão ou qualquer outra forma.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",João Daniel,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200103
GW,Positivo,2200109,PL,2616,2019,Regulamenta o exercício da profissão de Guarda-parque.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200109
Não GW,Positivo,2200397,PL,2655,2019,Criminaliza o desrespeito às disposições da Política Nacional de Recursos Hídricos,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200397
Não GW,Positivo,2200403,PL,2658,2019,Estipula que o Poder Público realize ações de controle e de gestão da emissão de poluentes e de ruídos emitidos por veículos próprios e de uso do transporte coletivo.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200403
Não GW,Positivo,2200414,PL,2667,2019,"Permite a permanência de animais nas dependências de shopping centers, supermercados e estabelecimentos congêneres",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200414
Não GW,Positivo,2200684,PL,2727,2019,"Proíbe a comercialização de artigos e embalagens descartáveis de plástico em estabelecimentos comerciais instalados em praias, rios e áreas ambientais protegidas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Pedro Lucas Fernandes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200684
Não GW,Positivo,2200914,PL,2775,2019,"Estabelece novo marco regulatório para a circulação, a comercialização, a fiscalização e a inspeção de produtos alimentícios artesanais e dos estabelecimentos que os produzem.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",José Medeiros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200914
Não GW,Positivo,2201514,PL,2782,2019,"Acrescenta o art. 11-A à Lei nº 11.977, de 7 de julho de 2009, que ""Dispõe sobre o Programa Minha Casa, Minha Vida (PMCMV) e dá outras providências, para os fins de incluir os técnicos agrícolas no âmbito do subprograma denominado Programa Nacional de Habitação Rural - PNHR.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Giovani Cherini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201514
GW,Negativo,2201526,PL,2785,2019,Define normas gerais para o licenciamento ambiental de empreendimentos minerários.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,André Janones; Áurea Carolina; Dr. Frederico; Gilberto Abramo; Greyce Elias; Hercílio Coelho Diniz; Igor Timo; Léo Motta; Leonardo Monteiro; Padre João; Rogério Correia; Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201526
Não GW,Negativo,2201537,PLP,127,2019,"Altera a Lei Complementar nº 140, de 8 de dezembro de 2011, para aperfeiçoar as regras sobre as atribuições para o licenciamento ambiental.",0,140,camara,Meio Ambiente e Desenvolvimento Sustentável,André Janones; Dr. Frederico; Gilberto Abramo; Hercílio Coelho Diniz; Igor Timo; Júlio Delgado; Léo Motta; Padre João; Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201537
Não GW,Positivo,2201538,PL,2790,2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.  NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,André Janones; Áurea Carolina; Dr. Frederico; Gilberto Abramo; Greyce Elias; Hercílio Coelho Diniz; Igor Timo; Júlio Delgado; Léo Motta; Leonardo Monteiro; Padre João; Rogério Correia; Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538
Não GW,Positivo,2201751,PL,2801,2019,Institui o programa de reciclagem de resíduos sólidos na rede pública de educação básica.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Gustinho Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201751
Não GW,Positivo,2201754,PL,2804,2019,Dispõe sobre o percentual mínimo do valor repassado pelo Fundo Nacional de Desenvolvimento da Educação para o Programa Nacional de Alimentação Escolar a ser investido na compra direta de produtos de agricultura familiar e do empreendedor familiar rural.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Gustinho Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201754
GW,Positivo,2203128,PL,2852,2019,Estabelece a obrigatoriedade do uso de madeira certificada por todos os órgãos da Administração Pública.,0,139,camara,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203128
Não GW,Positivo,2203150,PL,2860,2019,Dispõe sobre incentivos à geração distribuída a partir de fontes renováveis.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Iracema Portella,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203150
Não GW,Neutro,2203210,PL,2877,2019,"Altera a Lei n°11.959 de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, para disciplinar a pesca esportiva.",0,139,camara,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Nelson Barbudo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203210
Não GW,Positivo,2203390,PL,2888,2019,Dispõe sobre os planos privados de assistência à saúde animal.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Franco Cartafina,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203390
Não GW,Neutro,2203408,PL,2891,2019,"Altera a Lei nº 6.198, de 26 de dezembro de 1974, para determinar a edição de normas específicas para regulamentar a comercialização fracionada de produtos destinados à alimentação de caninos e felinos domésticos.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Carlos Chiodini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203408
Não GW,Neutro,2203486,PL,2912,2019,"Altera a Lei nº 11.959, de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, regula as atividades pesqueiras, revoga a Lei nº 7.679, de 23 de novembro de 1988, e dispositivos do Decreto-Lei nº 221, de 28 de fevereiro de 1967, e dá outras providências.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Leur Lomanto Júnior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203486
Não GW,Neutro,2203522,PL,2918,2019,"Altera a Lei nº 12.188, de 11 de janeiro de 2010, para possibilitar o aproveitamento das entidades executoras do Programa Nacional de Assistência Técnica e Extensão Rural na Agricultura Familiar e na Reforma Agrária - Pronater, para auxílio no processo de inscrição em cadastro para programas sociais do Governo Federal.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Pastor Gildenemyr,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203522
Não GW,Positivo,2203574,PL,2924,2019,Autoriza a celebração de convênios entre a União e conselhos regionais de medicina veterinária para contratação emergencial de profissionais em caso de desastres; e obriga os responsáveis por desastres ambientais ao ressarcimento de despesas para contratação de médicos-veterinários,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203574
