id,data_apresentacao,nome,ementa,tema,autor,uri_tramitacao
137601,2019-07-04,PL 3915/2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais),
para tipificar o crime de desastre ecológico de grande proporção ou que
produza estado de calamidade pública, bem como a conduta do responsável
por desastre relativo a rompimento de barragem.",Meio ambiente,CPI de Brumadinho  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137601
137611,2019-07-08,PL 3916/2019,"Altera a Lei nº 13.756, de 12 de dezembro de 2018, que dispõe sobre o Fundo Nacional de Segurança Pública (FNSP), sobre a destinação do produto da arrecadação das loterias e sobre a promoção comercial e a modalidade lotérica denominada apostas de quota fixa; altera as Leis nº 8.212, de 24 de julho de 1991, 9.615, de 24 março de 1998, 10.891, de 9 de julho de 2004, 11.473, de 10 de maio de 2007, e 13.675, de 11 de junho de 2018; e revoga dispositivos das Leis nº 6.168, de 9 de dezembro de 1974, 6.717, de 12 de novembro de 1979, 8.313, de 23 de dezembro de 1991, 9.649, de 27 de maio de 1998, 10.260, de 12 de julho de 2001, 11.345, de 14 de setembro de 2006, e 13.155, de 4 de agosto de 2015, da Lei Complementar nº 79, de 7 de janeiro de 1994, e dos Decretos-Leis nº 204, de 27 de fevereiro de 1967, e 594, de 27 de maio de 1969, as Leis nº 6.905, de 11 de maio de 1981, 9.092, de 12 de setembro de 1995, 9.999, de 30 de agosto de 2000, 10.201, de 14 de fevereiro de 2001, e 10.746, de 10 de outubro de 2003, e os Decretos-Leis nº 1.405, de 20 de junho de 1975, e 1.923, de 20 de janeiro de 1982, para prever a aplicação de recursos do Fundo de Fiscalização dos Serviços de Telecomunicações – FISTEL na aquisição e manutenção de produtos e serviços de tecnologia da informação e comunicação dedicados ao combate ao crime de pedofilia.",Segurança pública,Confúcio Moura MDB / RO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137611
137633,2019-07-09,PDL 471/2019,"Sustar a Portaria do Ministério da Economia nº 309, de 24 de junho de 2019.",Nao especificado,José Serra PSDB / SP e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137633
137634,2019-07-09,PL 3940/2019,"Altera a Lei nº 9.503, de 23 de setembro de 1997, para que estabelecer que a medição de velocidade somente poderá por meio de instrumentos ou equipamentos fixos e sinalizados.",Trânsito,Jorginho Mello PL / SC,https://www25.senado.leg.br/web/atividade/materias/-/materia/137634
137635,2019-07-09,PL 3965/2019,Estabelece vedação de atribuição de caráter eliminatório às provas de conhecimentos gerais de informática em concurso público federal.,Servidores públicos,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/137635
137636,2019-07-09,PL 3941/2019,"Altera a Lei nº 12.933, de 26 de dezembro de 2013, que “dispõe sobre o benefício do pagamento de meia-entrada para estudantes, idosos, pessoas com deficiência e jovens de 15 a 29 anos comprovadamente carentes em espetáculos artístico-culturais e esportivos, e revoga a Medida Provisória no 2.208, de 17 de agosto de 2001”, para estender aos professores o benefício da meia-entrada.",Assistência social,Dário Berger MDB / SC,https://www25.senado.leg.br/web/atividade/materias/-/materia/137636
137637,2019-07-09,PL 3942/2019,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre o direito à liberdade de expressão, de opinião e de pensamento nos estabelecimentos públicos de educação básica e nas instituições públicas de educação superior.",Educação,Dário Berger MDB / SC,https://www25.senado.leg.br/web/atividade/materias/-/materia/137637
137638,2019-07-09,PL 3943/2019,"Altera a Lei no 9.882, de 3 de dezembro de 1999, para estabelecer a necessidade de demonstração da existência de controvérsia constitucional relevante e atual como condição de admissibilidade da arguição de descumprimento de preceito fundamental.",Direito civil e processual civil,Simone Tebet MDB / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/137638
137639,2019-07-09,PL 3944/2019,"Altera a Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal, para promover efetiva reintegração social do preso, internado e egresso.",Direito penal e processual penal,Rodrigo Pacheco DEM / MG,https://www25.senado.leg.br/web/atividade/materias/-/materia/137639
137640,2019-07-09,PL 3945/2019,"Revoga os incisos IV e VII do art. 295 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal.",Direito penal e processual penal,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/137640
137641,2019-07-09,PL 3947/2019,"Garante à parturiente a possibilidade de optar pelo parto cesariano, a partir da trigésima nona semana de gestação, bem como a analgesia, mesmo quando escolhido o parto normal.",Saúde,Sérgio Petecão PSD / AC,https://www25.senado.leg.br/web/atividade/materias/-/materia/137641
137642,2019-07-09,PL 3946/2019,"Altera a Lei nº 10.101, de 19 de dezembro de 2000, para permitir a aplicação de metas vinculadas ao desempenho de ações em prevenção de acidentes como critério ou condição para fixação dos direitos relativos à participação dos trabalhadores nos lucros ou resultados da empresa.",Trabalho e emprego,Sérgio Petecão PSD / AC,https://www25.senado.leg.br/web/atividade/materias/-/materia/137642
137643,2019-07-09,PL 3948/2019,"Define direito à preferência aos membros das Polícias Militares e Corpos de Bombeiros Militares no leilão público para alienação de imóvel do Programa Minha Casa, Minha Vida, com o acréscimo do § 3º ao art. 26-A da Lei nº 9.514, de 20 de novembro de 1997.","Militares dos estados, DF e territórios",Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137643
137644,2019-07-09,PL 3949/2019,"Dispõe sobre transações com moedas virtuais e estabelece condições para o funcionamento das exchanges de criptoativos; e altera a Lei nº 9.613, de 3 de março de 1998, que dispõe sobre lavagem de dinheiro, a Lei nº 6.385, de 7 de dezembro de 1976, que dispõe sobre o mercado de capitais, e a Lei nº 7.492, de 16 de junho de 1986, que define crimes contra o sistema financeiro nacional.",Política econômica e sistema financeiro,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137644
137645,2019-07-09,PL 3950/2019,"Altera as Leis nos 9.472, de 16 de julho de 1997 (Lei Geral de Telecomunicações), e 9.998, de 17 de agosto de 2000, para dispor sobre finalidade, destinação e modalidades de aplicação dos recursos do Fundo de Universalização dos Serviços de Telecomunicações.","Indústria, comércio e serviço",José Serra PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137645
137646,2019-07-09,PL 3951/2019,"Dispõe sobre as condições para o uso de dinheiro em espécie em transações de qualquer natureza, bem como para o trânsito de recursos em espécie em todo o território nacional.",Política econômica e sistema financeiro,Flávio Arns REDE / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/137646
137647,2019-07-09,PL 3952/2019,"Altera a Lei no 9.296, de 24 de julho de 1996 - Lei da Interceptação de Comunicações Telefônicas, para prever a possibilidade de interceptação de comunicações telefônicas em presídios.",Direito penal e processual penal,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137647
137649,2019-07-09,PL 3953/2019,"Altera a Lei nº 8.078, de 11 de setembro de 1990 e a Lei nº 12.414, de 9 de junho de 2011, para fomentar o acesso do cadastrado aos seus dados inseridos em cadastro positivo de crédito.",Defesa do consumidor,Ciro Nogueira PP / PI,https://www25.senado.leg.br/web/atividade/materias/-/materia/137649
137650,2019-07-09,PL 3956/2019,"Altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades Afins.",Direito comercial e econômico,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137650
137651,2019-07-09,PL 3957/2019,"Altera a Lei nº 7.827, de 27 de setembro de 1989, que “Regulamenta o art. 159, inciso I, alínea c, da Constituição Federal, institui o Fundo Constitucional de Financiamento do Norte - FNO, o Fundo Constitucional de Financiamento do Nordeste - FNE e o Fundo Constitucional de Financiamento do Centro-Oeste - FCO, e dá outras providências”, para autorizar as instituições financeiras que especifica a operacionalizar recursos dos fundos de investimento do Norte e do Nordeste.",Política econômica e sistema financeiro,Kátia Abreu PDT / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137651
137652,2019-07-09,PL 3958/2019,"Altera os arts. 4º, 8º e 10 da Lei nº 1.283, de 18 de dezembro de 1950, que dispõe sobre a inspeção industrial e sanitária dos produtos de origem animal, e dá outras providências, para estender competências aos Estados, Distrito Federal e municípios e permitir a comercialização interestadual destes produtos.","Indústria, comércio e serviço",Luis Carlos Heinze PP / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/137652
137653,2019-07-09,PL 3959/2019,"Proíbe a derrubada da palmeira babaçu (Orbignya phalerata Mart.) nos Estados do Maranhão, Piauí, Pará, Tocantins, Goiás e Mato Grosso e dá outras providências.",Meio ambiente,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137653
137655,2019-07-09,PL 3960/2019,Institui o Conselho de Gestão Fiscal e Responsabilidade Social (CGFRS) e cria o Índice Brasileiro de Responsabilidade Social (IBRS).,Planejamento e orçamento,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137655
137656,2019-07-09,PL 3961/2019,"Altera a Lei nº 9.709, de 18 de novembro de 1998, que regulamenta a execução do disposto nos incisos I, II e III, do art. 14 da Constituição Federal, para incluir os cidadãos entre os legitimados para a apresentação de projeto de decreto legislativo visando à convocação de plebiscito e referendo.",Processo legislativo,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137656
137657,2019-07-09,PL 3962/2019,"Altera a Lei nº 13.123, de 20 de maio de 2015, que dispõe sobre o acesso ao patrimônio genético, sobre a proteção e o acesso ao conhecimento tradicional associado e sobre a repartição de benefícios para conservação e uso sustentável da biodiversidade.",Meio ambiente,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137657
137658,2019-07-09,PL 3963/2019,"Estabelece o sistema de garantia de direitos de crianças e adolescentes vítimas e testemunhas de violência, e dá outras providências.","Família, proteção a crianças, adolescentes, mulheres e idosos",Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137658
137659,2019-07-09,PL 3964/2019,Dispõe sobre o exercício de direitos culturais e a realização de apresentações culturais no âmbito da infraestrutura dos serviços públicos de mobilidade urbana.,Arte e cultura,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/137659
137660,2019-07-09,PL 3966/2019,"Acrescenta o inciso XII ao art. 473 da Consolidação das Leis do Trabalho – CLT, aprovada pelo Decreto-Lei n.º 5.452, de 1º de maio de 1943, para permitir que o responsável por menor de 18 anos possa se ausentar do serviço para acompanha-lo para participar em competições esportivas, nas condições que especifica.",Desporto e lazer,Confúcio Moura MDB / RO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137660
137661,2019-07-09,PL 3967/2019,"Altera o art. 298 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para criminalizar atos preparatórios da falsificação de cartão de crédito ou de débito.",Direito penal e processual penal,Elmano Férrer PODEMOS / PI,https://www25.senado.leg.br/web/atividade/materias/-/materia/137661
137665,2019-07-09,PL 3968/2019,"Altera a Lei No. 10.406, de 10 de janeiro de 2002, para ampliar o rol de parentes que devem prestar obrigação alimentar.",Direito civil e processual civil,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137665
137671,2019-07-09,PL 3971/2019,"Altera a Lei nº 12.695, de 25 de julho de 2012, para dispor sobre prioridade na construção de estabelecimentos de educação infantil com apoio financeiro federal.",Educação,Jayme Campos DEM / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/137671
137672,2019-06-27,PL 3975/2019 (Emenda-CD),"“Altera a Lei nº 9.427, de 26 de dezembro de 1996, para estabelecer multa a ser paga aos usuários do serviço de energia elétrica, a Lei nº 13.203, de 8 de dezembro de 2015, para estabelecer novas condições para a repactuação do risco hidrológico de geração de energia elétrica, a Lei nº 11.909, de 4 de março de 2009, para criar o Fundo de Expansão dos Gasodutos de Transporte e de Escoamento da Produção (Brasduto), a Lei nº 12.351, de 22 de dezembro de 2010, para dispor sobre a destinação da receita advinda da comercialização do petróleo, do gás natural e de outros hidrocarbonetos fluidos destinados à União, e a Lei nº 12.783, de 11 de janeiro de 2013, para reduzir o prazo para solicitação de prorrogação de concessões de que trata essa Lei”",Minas e energia,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137672
137673,2019-07-09,PL 3972/2019,"Disciplina as apostas de loterias da Caixa Econômica Federal, para tornar obrigatória a identificação do apostador e determinar que, no caso do recebedor do prêmio não ser o apostador, os seus dados deverão ser enviados ao COAF.",Fiscalização e controle,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137673
137674,2019-07-09,PL 3973/2019,Altera o Código de Trânsito Brasileiro para permitir a emissão de Permissão para Dirigir a partir dos dezesseis anos de idade.,Trânsito,Mecias de Jesus REPUBLICANOS / RR,https://www25.senado.leg.br/web/atividade/materias/-/materia/137674
137675,2019-07-09,PL 3980/2019,"Altera a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para incluir a utilização de equipamento de monitoração eletrônica pelo agressor nas garantias de efetividade das medidas protetivas de urgência.","Família, proteção a crianças, adolescentes, mulheres e idosos",Renilde Bulhões PROS / AL,https://www25.senado.leg.br/web/atividade/materias/-/materia/137675
137678,2019-07-09,PL 3981/2019,"Altera a Lei nº 12.379, de 6 de janeiro de 2011, que dispõe sobre o Sistema Nacional de Viação - SNV; altera a Lei nº 9.432, de 8 de janeiro de 1997; revoga as Leis nºs 5.917, de 10 de setembro de 1973, 6.346, de 6 de julho de 1976, 6.504, de 13 de dezembro de 1977, 6.555, de 22 de agosto de 1978, 6.574, de 30 de setembro de 1978, 6.630, de 16 de abril de 1979, 6.648, de 16 de maio de 1979, 6.671, de 4 de julho de 1979, 6.776, de 30 de abril de 1980, 6.933, de 13 de julho de 1980, 6.976, de 14 de dezembro de 1980, 7.003, de 24 de junho de 1982, 7.436, de 20 de dezembro de 1985, 7.581, de 24 de dezembro de 1986, 9.060, de 14 de junho de 1995, 9.078, de 11 de julho de 1995, 9.830, de 2 de setembro de 1999, 9.852, de 27 de outubro de 1999, 10.030, de 20 de outubro de 2000, 10.031, de 20 de outubro de 2000, 10.540, de 1º de outubro de 2002, 10.606, de 19 de dezembro de 2002, 10.680, de 23 de maio de 2003, 10.739, de 24 de setembro de 2003, 10.789, de 28 de novembro de 2003, 10.960, de 7 de outubro de 2004, 11.003, de 16 de dezembro de 2004, 11.122, de 31 de maio de 2005, 11.475, de 29 de maio de 2007, 11.550, de 19 de novembro de 2007, 11.701, de 18 de junho de 2008, 11.729, de 24 de junho de 2008, e 11.731, de 24 de junho de 2008; revoga dispositivos das Leis nºs 6.261, de 14 de novembro de 1975, 6.406, de 21 de março de 1977, 11.297, de 9 de maio de 2006, 11.314, de 3 de julho de 2006, 11.482, de 31 de maio de 2007, 11.518, de 5 de setembro de 2007, e 11.772, de 17 de setembro de 2008; e dá outras providências, para proibir a construção de pontes de madeira construídas com recursos do Governo Federal.",Viação e transportes,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137678
137679,2019-07-09,PLP 177/2019,"Altera a Lei Complementar nº 141, de 13 de janeiro de 2012, que dispõe sobre os valores mínimos a serem aplicados anualmente pela União, Estados, Distrito Federal e Municípios em ações e serviços públicos de saúde e estabelece critérios de rateio dos recursos de transferências para a saúde, para estabelecer critério de cálculo dos recursos transferidos pela União para os demais entes federados baseado no Índice de Desenvolvimento Humano (IDH).",Saúde,Renilde Bulhões PROS / AL,https://www25.senado.leg.br/web/atividade/materias/-/materia/137679
137680,2019-07-09,PLP 178/2019,"Altera a Lei nº 4.737, de 15 de julho de 1965 – Código Eleitoral; a Lei Complementar nº 64, de 18 de maio de 1990 – Lei das Inelegibilidades; e a Lei nº 9.504, de 30 de setembro de 1997 – Lei das Eleições –, para dispor sobre as ações e sanções em face de descumprimento à cota de gênero nas candidaturas.",Direito eleitoral e partidos políticos,Renilde Bulhões PROS / AL,https://www25.senado.leg.br/web/atividade/materias/-/materia/137680
137691,2019-07-09,PL 3983/2019,"Acrescenta o § 3º ao art. 10 da Medida Provisória nº 2.200-2, de 24 de agosto de 2001, para prever o reconhecimento de atributos de representação em certificado digital.",Fiscalização e controle,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137691
137694,2019-07-09,PL 3984/2019,"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para possibilitar a dedução integral dos pagamentos de despesas com instrução do contribuinte e de seus dependentes da base de cálculo do Imposto sobre a Renda das Pessoas Físicas.",Tributação,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137694
137695,2019-07-09,PEC 109/2019,"Acrescenta § 4º ao art. 102 da Constituição Federal, para estabelecer a necessidade de demonstração da existência de controvérsia constitucional relevante e atual como condição de admissibilidade da ação direta de inconstitucionalidade e da ação declaratória de constitucionalidade.",Direito civil e processual civil,Simone Tebet MDB / MS e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137695
137696,2019-07-09,PL 3986/2019,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para conceder isenção do Imposto sobre Produtos Industrializados (IPI) às motocicletas ou motonetas de fabricação nacional equipadas com motor de cilindrada não superior a duzentos e cinquenta centímetros cúbicos adquiridas por motociclistas profissionais (mototaxistas), cooperativas de trabalho ou pessoas com deficiência.",Tributação,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137696
137699,2019-07-09,PEC 110/2019,Altera o Sistema Tributário Nacional e dá outras providências.,Tributação,Davi Alcolumbre DEM / AP e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137699
137736,2019-07-10,PDL 472/2019,"Aprova o ato que renova a permissão outorgada à SAC – Sistema Ararense de Comunicação Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Araras, Estado de São Paulo.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137736
137737,2019-07-10,PDL 473/2019,"Aprova o ato que renova a permissão outorgada à Rádio Jovem Som de Presidente Venceslau Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Presidente Venceslau, Estado de São Paulo.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137737
137738,2019-07-10,PDL 474/2019,"Aprova o ato que outorga autorização à Associação Cristal de Radiodifusão para executar serviço de radiodifusão comunitária no Município de Chapecó, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137738
137739,2019-07-10,PDL 475/2019,"Aprova o ato que outorga autorização à União dos Moradores e Amigos da Região Sul de Palmas para executar serviço de radiodifusão comunitária no Município de Palmas, Estado de Tocantins.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137739
137740,2019-07-10,PDL 476/2019,"Aprova o ato que outorga autorização ao Instituto Movimento da Comunidade para executar serviço de radiodifusão comunitária no Município de Mairiporã, Estado de São Paulo.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137740
137741,2019-07-10,PDL 477/2019,"Aprova o ato que renova a autorização outorgada à Associação Beneficente e Cultural Comunitária de Baixa Grande para executar serviço de radiodifusão comunitária no Município de Baixa Grande, Estado da Bahia.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137741
137742,2019-07-10,PDL 478/2019,"Aprova o ato que outorga autorização à Associação dos Monitores em Organização Social de Wenceslau Guimarães (WG FM) para executar serviço de radiodifusão comunitária no Município de Wenceslau Guimarães, Estado do Bahia.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137742
137743,2019-07-10,PDL 479/2019,"Aprova o ato que renova a autorização outorgada à Associação de Radiodifusão e Desenvolvimento Comunitário de Forquilha para executar serviço de radiodifusão comunitária no Município de Forquilha, Estado do Ceará.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137743
137744,2019-07-10,PDL 480/2019,"Aprova o ato que outorga autorização à Associação de Difusão Comunitária de Bacabeira para executar serviço de radiodifusão comunitária no Município de Bacabeira, Estado do Maranhão.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137744
137745,2019-07-10,PDL 481/2019,"Aprova o ato que outorga autorização à Associação Comunitária de Comunicação Rio Mapari para executar serviço de radiodifusão comunitária no Município de Humberto de Campos, Estado do Maranhão.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137745
137746,2019-07-10,PDL 482/2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária de Novo Destino para executar serviço de radiodifusão comunitária no Município de Milhã, Estado do Ceará.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137746
137747,2019-07-10,PDL 483/2019,"Aprova o ato que outorga autorização à Associação Comunitária Voz da Liberdade de Turilândia (Liberdade FM) para executar serviço de radiodifusão comunitária no Município de Turilândia, Estado do Maranhão.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137747
137748,2019-07-10,PDL 153/2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Radiodifusão Cidade FM para executar serviço de radiodifusão comunitária no Município de Fortaleza dos Nogueiras, Estado do Maranhão.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137748
137749,2019-07-10,PDL 169/2019,"Aprova o ato que outorga permissão ao Instituto Federal de Educação, Ciência e Tecnologia do Ceará - Campus Crateús para executar serviço de radiodifusão sonora em frequência modulada no Município de Crateús, Estado do Ceará.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137749
137750,2019-07-10,PDL 175/2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Amigos de Paulo de Faria para executar serviço de radiodifusão comunitária no Município de Paulo de Faria, Estado de São Paulo.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137750
137751,2019-07-10,PDL 179/2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária da Comunicação de Nova Granada para executar serviço de radiodifusão comunitária no Município de Nova Granada, Estado de São Paulo.",Nao especificado,Câmara dos Deputados  ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137751
137752,2019-07-10,PL 4006/2019,"Altera a Medida Provisória nº 2.170-36, de 23 de agosto de 2001, o Decreto nº 22.626, de 7 de abril de 1933 e a Lei nº 4.595, de 31 de dezembro de 1964, para regulamentar a prática do anatocismo e a cobrança de juros em diversas modalidades de crédito.",Política econômica e sistema financeiro,Alvaro Dias PODEMOS / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/137752
137753,2019-07-10,PL 4007/2019,"Altera a Lei nº 13.146, de 6 de julho de 2015 (Lei Brasileira de Inclusão da Pessoa com Deficiência), para vedar, na contratação de seguros de pessoas, tratamento discriminatório em razão da deficiência do contratante.",Direitos humanos e minorias,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137753
137754,2019-07-10,PL 4008/2019,"Altera a Lei no 7.210, de 11 de julho de 1984 - Lei de Execução Penal, para prever que a pessoa com deficiência cumprirá pena em estabelecimento penal adaptado à sua condição peculiar.",Direito penal e processual penal,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137754
137755,2019-07-10,PL 4011/2019,"Altera o art. 282 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para tipificar o exercício ilegal das profissões de saúde de nível superior.",Direito penal e processual penal,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137755
137756,2019-07-10,PL 4009/2019,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a infração de estacionar o veículo nos passeios, faixas de pedestres, ciclovias, ciclofaixas e junto às guias rebaixadas de acesso de pedestres, bicicletas e pessoas com deficiência com comprometimento de mobilidade e pessoas com mobilidade reduzida.",Trânsito,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137756
137763,2019-07-10,PL 4018/2019,"Altera a redação do art. 96-A da Lei nº 8.112, de 11 de dezembro de 1990, para prever nova sistemática de afastamento do servidor público para participação em programas de pós-graduação stricto sensu.",Servidores públicos,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/137763
137771,2019-07-10,PL 4027/2019,"Altera a Lei nº 13.675, de 11 de junho de 2018, para estabelecer a cooperação entre as polícias judiciárias e os órgãos de controle.",Segurança pública,Arolde de Oliveira PSD / RJ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137771
137772,2019-07-10,PRS 63/2019,Institui o Grupo Parlamentar Brasil-Reino dos Países Baixos.,Nao especificado,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137772
137774,2019-07-10,PRS 62/2019,"Altera a Resolução nº 9, de 2019, do Senado Federal, que “institui a Frente Parlamentar dos Senadores dos Estados do Norte e do Nordeste”, para acrescer no âmbito da Frente Parlamentar os Senadores dos Estados do Centro - Oeste.",Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137774
137775,2019-07-10,PL 4026/2019,"Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre as contribuições destinadas ao sustento das entidades sindicais, inclusive a contribuição sindical, e revoga dispositivo da Lei nº 8.112, de 11 de dezembro de 1990.",Trabalho e emprego,Arolde de Oliveira PSD / RJ,https://www25.senado.leg.br/web/atividade/materias/-/materia/137775
137781,2019-07-10,PL 4028/2019,Declara feriado nacional o dia 13 de março consagrado à “Santa Dulce dos Pobres”.,Data comemorativa,Angelo Coronel PSD / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137781
137786,2019-07-11,PL 4033/2019,"Altera o § 2º do art. 38 da Lei nº 8.245, de 18 de outubro de 1991 (Lei do Inquilinato), para dispor sobre o depósito da caução em dinheiro em contrato de locação.",Direito civil e processual civil,Fernando Bezerra Coelho MDB / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137786
137787,2019-07-11,PL 4032/2019,"Altera a Lei nº 8.906, de 04 de julho de 1994, que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil (OAB), para estabelecer que a OAB prestará contas ao Tribunal de Contas da União e deverá garantir aos cidadãos o direito fundamental de acesso a informações, nos termos da Lei nº 12.527, de 18 de novembro de 2011.",Administração pública: órgãos públicos,Juíza Selma PSL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/137787
137792,2019-07-11,PL 4034/2019,"Dispõe que os valores recebidos a título de Auxílio Emergencial Pecuniário e de recomposição por danos materiais ou morais sofridos em decorrência do rompimento e colapso de barragens não serão considerados como renda no Cadastro Único para Programas Sociais do Governo Federal, bem como no cálculo da renda para fins do Benefício de Prestação Continuada.",Previdência social,Antonio Anastasia PSDB / MG,https://www25.senado.leg.br/web/atividade/materias/-/materia/137792
137793,2019-07-11,PL 4035/2019,"Regulamenta o inciso XXVII do artigo 7º, da Constituição Federal, para dispor sobre a proteção dos trabalhadores em face de processo de automação.",Trabalho e emprego,Paulo Paim PT / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/137793
